DESCRIPCION PRINCIPIO ACTIVO,NOMBRE GENERICO,PRESENTACION,FABRICANTE
TELMISARTAN,TELMISARTAN,SOLIDO,GENFAR
TELMISARTAN,TENARACOR,SOLIDO,IDEFAR
TELMISARTAN,RENANGIO,SOLIDO,MSN LABORATORIES PRIVATE
TELMISARTAN,CORDIAX,SOLIDO,SYNTHESIS
GESTODENO,FEMIANE,SOLIDO,BAYER
GESTODENO,GESTODENO + ETINILESTRADIOL,SOLIDO,MOMENTA
GESTODENO,TAMISA,SOLIDO,EUROFARMA
GESTODENO,MELIANE LIGHT,SOLIDO,BAYER
MEDROXIPROGESTERONA,DEPO-PROVERA,LIQUIDO/SOLIDO,PFIZER
MEDROXIPROGESTERONA,ILEINE,LIQUIDO/SOLIDO,PROFAMILIA
MEDROXIPROGESTERONA,ACETATO,LIQUIDO/SOLIDO,FEPARVI
MEDROXIPROGESTERONA,DEPOTRIM,LIQUIDO/SOLIDO,LAFRANCOL
OLMESARTAN,STAROLMI,SOLIDO,MSN LABORATORIES PRIVATE
OLMESARTAN,SCRIPTENE,SOLIDO,NOVAMED
OLMESARTAN,OLMESARTAN MEDOXOMIL,SOLIDO,AMERICAN GENERICS
OLMESARTAN,OLMESARTAN,SOLIDO,AMERICAN GENERICS
OLMESARTAN,OLMEDOXTAN,SOLIDO,HETERO
OLMESARTAN,ADLERSARTAN,SOLIDO,ADLER
OLMESARTAN,OLMEPREX,SOLIDO,SCANDINAVIA PHARMA
LEVONORGESTREL,PERDU,SOLIDO,MEEDPHARMA
LEVONORGESTREL,ASUMATE,SOLIDO,EXELTIS
LEVONORGESTREL,LEVOPEARL,SOLIDO,SUN PHARMACEUTICAL
LEVONORGESTREL,LEVONORGESTREL,SOLIDO,BIOSYNTEC
LEVONORGESTREL,VONESTREL,SOLIDO,PROCAPS
LEVONORGESTREL,ACTIVA,SOLIDO,BCN MEDICAL
LEVONORGESTREL,MICRO,SOLIDO,PROFAMILIA
LEVONORGESTREL,SINOVUL,SOLIDO,LAFRANCOL
LEVONORGESTREL,MINIPIL SUAVE,SOLIDO,LAFRANCOL
LEVONORGESTREL,LINDELLA,SOLIDO,CHALVER
LEVONORGESTREL,MICROFEMIN,SOLIDO,GEDEON RICHTER
LEVONORGESTREL,NORDETTE,SOLIDO,PFIZER
NEBIVOLOL,NEBIVOLOL,SOLIDO,COLMED
NEBIVOLOL,NEBIVOLOL,SOLIDO,HETERO
NEBIVOLOL,NEBIVOLOL,SOLIDO,GENFAR
NEBIVOLOL,NEBIVOLOL,SOLIDO,MK
NEBIVOLOL,CARVOLOL,SOLIDO,VITALCHEM
NEBIVOLOL,NABILA,SOLIDO,MONTE VERDE
NEBIVOLOL,NEVITEN,SOLIDO,SCANDINAVIA PHARMA
NEBIVOLOL,NEBILOL,SOLIDO,UNIQUE PHARMACEUTICAL
NEBIVOLOL,NEBILET,SOLIDO,MENARINI
MOXIFLOXACINA,UROPIRIN,SOLIDO,ANGLOPHARMA
MOXIFLOXACINA,URINEX,SOLIDO,BIOQUIFAR
MOXIFLOXACINA,MOXIFLOXACINO,SOLIDO,MOMENTA
MOXIFLOXACINA,MOXFACIN,SOLIDO,HETERO
MOXIFLOXACINA,MOTICO,SOLIDO,EUROFARMA
MOXIFLOXACINA,MOXIFLOXACINA,SOLIDO,BLUEPHARMA
MOXIFLOXACINA,MOXIFLOXACINO,SOLIDO,WINTHROP
MOXIFLOXACINA,MOXIFEN,SOLIDO,LEGRAND
MOXIFLOXACINA,FLUROX,SOLIDO,MK
MOXIFLOXACINA,OXIFLED,SOLIDO,MSN LABORATORIES PRIVATE
MOXIFLOXACINA,BACTEROL,SOLIDO,NOVAMED
MOXIFLOXACINA,MOXIFLOXACINA,SOLIDO,TECNOQUIMICAS
MOXIFLOXACINA,MOXIS,SOLIDO,GENFAR
MOXIFLOXACINA,MOXIFLOXACINA,SOLIDO,LA SANTE
MOXIFLOXACINA,QUINOMAX,SOLIDO,SCANDINAVIA PHARMA
MOXIFLOXACINA,MOFLOXIN,SOLIDO,LAFRANCOL
MOXIFLOXACINA,AVELOX,SOLIDO,BAYER
FLUTAMIDA,ETACONIL,SOLIDO,ASOFARMA
FLUTAMIDA,FLUTAMIDA,SOLIDO,BLAU
FINGOLIMOD,AXIMOD MS,SOLIDO,VESALIUS PHARMA
FINGOLIMOD,GENBIEMOD,SOLIDO,GENBIE
FINGOLIMOD,FINCLER,SOLIDO,BIOSPIFAR
FINGOLIMOD,ICLOMOD,SOLIDO,MEGALABS
FINGOLIMOD,DROPTON,SOLIDO,RICHMOND
FINGOLIMOD,LIMOSTAD,SOLIDO,PROCAPS
FINGOLIMOD,SINGOMOD,SOLIDO,MSN LABORATORIES PRIVATE
FINGOLIMOD,RELSIS,SOLIDO,LEGRAND
FINGOLIMOD,LEBRINA,SOLIDO,ASOFARMA
FINGOLIMOD,GILENYA,SOLIDO,NOVARTIS
EZETIMIBE,ZEMIB,SOLIDO,HETERO
EZETIMIBE,TIAZOMET,SOLIDO,SIEGFRIED
EZETIMIBE,EZETIMIBA,SOLIDO,SANOFI AVENTIS
EZETIMIBE,EZETROL,SOLIDO,MERCK SHARP DOME
ETONOGESTREL,IMPLANON,LIQUIDO/SOLIDO,ORGANON
DROSPIRENONA,OZELA,SOLIDO,PROFAMILIA
DROSPIRENONA,FEVYTAL,SOLIDO,BCN MEDICAL
DROSPIRENONA,MESAMES MINI,SOLIDO,SIEGFRIED
DROSPIRENONA,FEVYTALIN,SOLIDO,BCN MEDICAL
DROSPIRENONA,FEVYTALIN 28,SOLIDO,BCN MEDICAL
DROSPIRENONA,MESAMES,SOLIDO,SIEGFRIED
DROSPIRENONA,ROSINA,SOLIDO,GEDEON RICHTER
DROSPIRENONA,JOLIAN,SOLIDO,GEDEON RICHTER
DROSPIRENONA,MOLIERI,SOLIDO,EUROFARMA
DROSPIRENONA,DELSIA,SOLIDO,SUN PHARMACEUTICAL
DROSPIRENONA,DRONIS,SOLIDO,SUN PHARMACEUTICAL
DROSPIRENONA,DROSPERA,SOLIDO,EXELTIS
DROSPIRENONA,FEMIPLUS,SOLIDO,EUROFARMA
DROSPIRENONA,FEMELLE 20 CD,SOLIDO,SYNTHESIS
DROSPIRENONA,FEMELLE CD,SOLIDO,SYNTHESIS
DROSPIRENONA,VERONIQ,SOLIDO,PROCAPS
DROSPIRENONA,MESVULEN,SOLIDO,CHALVER
DOLUTEGRAVIR,TIVICAY,SOLIDO,GLAXOSMITHKLINE
DIENOGEST,SIBILLACD,SOLIDO,GEDEON RICHTER
DIENOGEST,TRIACTIVA,SOLIDO,BCN MEDICAL
DIENOGEST,SIBILLA,SOLIDO,GEDEON RICHTER
DIENOGEST,DIENILLE,SOLIDO,EXELTIS
DIENOGEST,GIANDA,SOLIDO,ANDROMACO
DIENOGEST,ACOTOL EX,SOLIDO,SYNTHESIS
DIENOGEST,YAEL,SOLIDO,PROCAPS
DIENOGEST,GIANDA,SOLIDO,GRUNENTHAL
DIACEREINA,DIACEREINA,SOLIDO,PROCAPS
DIACEREINA,DIACERTAN,SOLIDO,BALANCE
DIACEREINA,ARTRO,SOLIDO,BECHEMICAL
DIACEREINA,DIACEREINA,SOLIDO,GENFAR
DIACEREINA,ARTOSAN,SOLIDO,NEVOX
DIACEREINA,ARTRIDOX,SOLIDO,CI FARMACAPSULAS
DIACEREINA,ARTRODAR,SOLIDO,NOVAMED
DARATUMUMAB,DARZALEX,LIQUIDO/SOLIDO,JANSSEN
BISOPROLOL,BISOPROLOL FUMARATO,SOLIDO,SANDOZ
BISOPROLOL,BISOPROLOL,SOLIDO,SANDOZ
BISOPROLOL,ZOPROLOL,SOLIDO,IPCA
BISOPROLOL,CORBIS,SOLIDO,SIEGFRIED
BISOPROLOL,BISOPROLOL,SOLIDO,GENFAR
BISOPROLOL,BISOPROLOL,SOLIDO,MK
ATAZANAVIR,TAMSURIDE,SOLIDO,THE LABS
ATAZANAVIR,VIRAZAN,SOLIDO,CIPLA
ATAZANAVIR,REYAVIR,SOLIDO,VANTAGE GLOBAL
ATAZANAVIR,HIVATAX,SOLIDO,SALUSPHARMA
ATAZANAVIR,ATAZANAVIR,SOLIDO,CLINICOS Y HOSPITALARIOS
ATAZANAVIR,ANCEF,SOLIDO,LEGRAND
ATAZANAVIR,ATAZANAVIR,SOLIDO,HUMAX
ATAZANAVIR,TAVIRAPIN,SOLIDO,MATPRIFAR
ATAZANAVIR,ZANAVIR,SOLIDO,HUMAX
ATAZANAVIR,REYATAZ,SOLIDO,BRISTOL MYERS SQUIBB
ACICLOVIR,VIRCIDAL,LIQUIDO/SOLIDO,CHALVER
ACICLOVIR,VIREX,LIQUIDO/SOLIDO,GRUNENTHAL
ACICLOVIR,ISAVIR,LIQUIDO/SOLIDO,PISA
ACICLOVIR,ACICLOVIR,LIQUIDO/SOLIDO,VITALIS
ANTICONCEPTIVO,EMERGYN,SOLIDO,LAFRANCOL
ANTICONCEPTIVO,ESCAPELLE,SOLIDO,GEDEON RICHTER
ANTICONCEPTIVO,LEVONOR,SOLIDO,BCN MEDICAL
ANTICONCEPTIVO,CERCIORAT,SOLIDO,EXELTIS
ANTICONCEPTIVO,AFTERPIL,SOLIDO,EXELTIS
ANTICONCEPTIVO,UNDIAD,SOLIDO,PROFAMILIA
ANTICONCEPTIVO,EMERPILL,SOLIDO,VITALIS
ANTICONCEPTIVO,CERCIORAT,SOLIDO,GIMED
ANTICONCEPTIVO,LIBELLE,SOLIDO,NOVAMED
ANTICONCEPTIVO,FEMERLEV,SOLIDO,MYLAN
ANTICONCEPTIVO,THEPILL,SOLIDO,AVALON
ANTICONCEPTIVO,DIADED,SOLIDO,TECNOQUIMICAS
ANTICONCEPTIVO,LEVODAY,SOLIDO,CIPLA
ANTICONCEPTIVO,POSTINOR-1,SOLIDO,GEDEON RICHTER
ANTICONCEPTIVO,POSTINOR-2,SOLIDO,GEDEON RICHTER
ANTICONCEPTIVO,POSTINOR-3,SOLIDO,GEDEON RICHTER
ANTICONCEPTIVO,POSTINOR-4,SOLIDO,GEDEON RICHTER
ANTICONCEPTIVO,POSTINOR-5,SOLIDO,GEDEON RICHTER
ANTICONCEPTIVO,POSTINOR,SOLIDO,GEDEON RICHTER
DROSPIRENONA,JEX,SOLIDO,LAFRANCOL
DROSPIRENONA,MARCELLE,SOLIDO,PROCAPS
GANCICLOVIR,CIGANCLOR,LIQUIDO/SOLIDO,RICHMOND
GANCICLOVIR,GANCICLOVIR,LIQUIDO/SOLIDO,VITALIS
GANCICLOVIR,UMECORTIL,LIQUIDO/SOLIDO,PISA
GADOXETICO,PRIMOVIST,LIQUIDO/SOLIDO,BAYER
AGALSIDASA,REPLAGAL,LIQUIDO/SOLIDO,BAXALTA
APOMORFINA,APOKINON,LIQUIDO/SOLIDO,AGUETTANT
APOMORFINA,DACEPTON,LIQUIDO/SOLIDO,EVER NEURO PHARMA
ASPARAGINASA,KIDROLASE,LIQUIDO/SOLIDO,EUSAPHARMA
ASPARAGINASA,SPECTRILA,LIQUIDO/SOLIDO,MEDAC
BEPOTASTINA,DOLCETTINA,LIQUIDO,SYNTHESIS
BEPOTASTINA,TRALER POEN,LIQUIDO,SCANDINAVIA PHARMA
BOSUTINIB,BOSULIF,SOLIDO,PFIZER
BROMFENACO,ZEBESTEN,LIQUIDO,SOPHIA
BROMFENACO,BRONAX,LIQUIDO,SCANDINAVIA PHARMA
BROMURO,DUAKLIR GENUAIR,SOLIDO,ASTRAZENECA
BROMURO,INCRUSE ELLIPTA,SOLIDO,GLAXOSMITHKLINE
BUDESONIDA,FORACORT,LIQUIDO,CIPLA
BUDESONIDA,COMPLEBREZ,LIQUIDO,GLENMARK
BUDESONIDA,BUSTEROL,LIQUIDO,CHALVER
BUDESONIDA,BUDEK PLUS,SOLIDO,EXELTIS
BUSULFAN,MYLERAN,SOLIDO,ASPEN
CARBETOCINA,CARBETOCINA,LIQUIDO/SOLIDO,VITALIS
CEFTOLOZANO,ZERBAXA,LIQUIDO/SOLIDO,MERCK SHARP DOME
CEFUROXIME,CEFUROXIMA,LIQUIDO/SOLIDO,NORSTRAY Y NUART
CEFUROXIME,CEFOME,LIQUIDO/SOLIDO,NECTAR LIFESCIENCES
CEFUROXIME,OCUMISONA,LIQUIDO/SOLIDO,SCANDINAVIA PHARMA
CEFUROXIME,CEFUROXIMA,LIQUIDO/SOLIDO,VITALIS
CELECOXIB,SOSEDOL,SOLIDO,GIMED
CELECOXIB,CELECOXIB,SOLIDO,MOMENTA
CELECOXIB,COLECOXIB,SOLIDO,SANOFI AVENTIS
CELECOXIB,CELICOB,SOLIDO,HETERO
CELECOXIB,ATRIXIB,SOLIDO,FARMACOOP
CELECOXIB,MIODAR,SOLIDO,SCANDINAVIA PHARMA
CELECOXIB,LEXFIN,SOLIDO,PATMAR
CELECOXIB,FLONAR,SOLIDO,ANZG
CELECOXIB,CEFINIX,SOLIDO,COMERFAR
CELECOXIB,CELECOXIB,SOLIDO,LA SANTE
CELECOXIB,CELECOXIB,SOLIDO,BUSSIE
CELECOXIB,CELECOXIB,SOLIDO,GENFAR
CELECOXIB,CELECOXIB,SOLIDO,TECNOQUIMICAS
CIPROTERONA,ONCOTERONA50,SOLIDO,CIPLA
CIPROTERONA,FACENTIN MINI,SOLIDO,SYNTHESIS
CIPROTERONA,VINCETYN MINI,SOLIDO,SYNTHESIS
CIPROTERONA,GYNETS MINI,SOLIDO,SYNTHESIS
CIPROTERONA,VINCETYN,SOLIDO,LAFRANCOL
CIPROTERONA,GYNETS,SOLIDO,LAFRANCOL
CIPROTERONA,VINCETYN SUAVE,SOLIDO,SYNTHESIS
CIPROTERONA,GYNETS SUAVE,SOLIDO,SYNTHESIS
CIPROTERONA,FACENTIN SUAVE,SOLIDO,SYNTHESIS
CIPROTERONA,SOP,SOLIDO,EUROFARMA
CIPROTERONA,DONABELLA,SOLIDO,EXELTIS
CIPROTERONA,LUNYS 35,SOLIDO,BCN MEDICAL
CIPROTERONA,CYACETIN,SOLIDO,MYLAN
CIPROTERONA,FEMICNE,SOLIDO,LAFRANCOL
CIPROTERONA,ISBELA,SOLIDO,PROCAPS
CIPROTERONA,LINFACE,SOLIDO,CHALVER
CISATRACURIO,NEUROCURIOX,LIQUIDO/SOLIDO,HUMAX
CISATRACURIO,TRACURION,LIQUIDO/SOLIDO,PROCAPS
CISATRACURIO,SALATRACURIO,LIQUIDO/SOLIDO,LABORATORIO REIG JOFRE
CISATRACURIO,CISATRACURIO,LIQUIDO/SOLIDO,HAMELN
CISATRACURIO,KABICURIUM,LIQUIDO/SOLIDO,FRESENIUS
CISATRACURIO,MIOCURIM,LIQUIDO/SOLIDO,ADS PHARMA
CISATRACURIO,CIRIUM,LIQUIDO/SOLIDO,VITALIS
CITARABINA,ALDACIT,LIQUIDO/SOLIDO,AL PHARMA
CITARABINA,ZABINA,LIQUIDO/SOLIDO,AL PHARMA
CITARABINA,CITARABINA,LIQUIDO/SOLIDO,LKM
CITARABINA,CITARABINA,LIQUIDO/SOLIDO,KEMEX
CITARABINA,CITARABINA,LIQUIDO/SOLIDO,BLAU
CITARABINA,CYTABAN,LIQUIDO/SOLIDO,CIPLA
CITARABINA,NOVUTRAX,LIQUIDO/SOLIDO,PISA
CLORMADINONA,ALESSANDRA,SOLIDO,SYNTHESIS
CLORMADINONA,GYNOACTIVA,SOLIDO,BCN MEDICAL
CLORMADINONA,MICROGYNON FACE,SOLIDO,FARMACEUTICA PARAGUAYA
CLORMADINONA,GYNORELLE,SOLIDO,LAFRANCOL
CLORMADINONA,BELARA CD,SOLIDO,GRUNENTHAL
CLORMADINONA,LADEE,SOLIDO,EXELTIS
COLAGENASA,IRUXOL 1.2,SEMISOLIDO,LAFRANCOL
CICLESONIDA,FINORINEX,LIQUIDO,SYNTHESIS
DESOGESTREL,TEJANIA,SOLIDO,GEDEON RICHTER
DESOGESTREL,DESABELA,SOLIDO,EXELTIS
DESOGESTREL,ABL  LACTAFEM,SOLIDO,ANDROMACO
DESOGESTREL,ARLETTE 28,SOLIDO,SYNTHESIS
DESOGESTREL,MARVELON,SOLIDO,ORGANON
DEXMEDETOMIDINA,DEXMEDETOMIDINA,LIQUIDO/SOLIDO,BAXTER
DEXMEDETOMIDINA,DEXMEDETOMIDINA,LIQUIDO/SOLIDO,BIOSANO
DEXMEDETOMIDINA,ALFADEX,LIQUIDO/SOLIDO,PROCAPS
DEXMEDETOMIDINA,REDEXA,LIQUIDO/SOLIDO,VITALIS
DEXMEDETOMIDINA,DEXMETINOVA,LIQUIDO/SOLIDO,CAMBRIDGE
DEXMEDETOMIDINA,DEXMEDETOMIDINA,LIQUIDO/SOLIDO,ADS PHARMA
DEXMEDETOMIDINA,PRECEDEX,LIQUIDO/SOLIDO,PFIZER
DEXMEDETOMIDINA,PRECEDEX,LIQUIDO,PFIZER
DEXMEDETOMIDINA,DEXDOR,LIQUIDO/SOLIDO,BIOSPIFAR
DEXMEDETOMIDINA,IMAPREN,LIQUIDO/SOLIDO,CHALVER
DEXMEDETOMIDINA,DEXMEDETOMIDINA,LIQUIDO/SOLIDO,ADVANCE SCIENTIFIC
DIDROGESTERONA,FEMOSTON,SOLIDO,LAFRANCOL
DIENOGEST,DESIRE,SOLIDO,GADOR
DIENOGEST,PIETRA ED,SOLIDO,EUROFARMA
DIENOGEST,METRINELLE,SOLIDO,EXELTIS
DIENOGEST,ABLALONDRA,SOLIDO,ANDROMACO
DIENOGEST,DIENOMET,SOLIDO,LAFRANCOL
DIENOGEST,VISANNE,SOLIDO,BAYER
DIMETILFUMARATO,TECFIDERA,SOLIDO,BIOGEN
EFAVIRENZ,EFAVIRENZ,SOLIDO,LEGRAND
EFAVIRENZ,EFAMAT,SOLIDO,MYLAN
EFAVIRENZ,EFAVIRENZ,SOLIDO,SALUSPHARMA
EFAVIRENZ,ESTIVA,SOLIDO,HETERO
EFAVIRENZ,VIRZEN,SOLIDO,BLUEPHARMA
EFAVIRENZ,FAVIREZ,SOLIDO,MATPRIFAR
EFAVIRENZ,EFIVA,SOLIDO,PINT PHARMA
EFAVIRENZ,EFAVIRENZ,SOLIDO,HUMAX
EFAVIRENZ,EFAVIRENZ,SOLIDO,AUROBINDO
EFAVIRENZ,CIPLAEFAVIR,SOLIDO,CIPLA
EFAVIRENZ,STOCRIN,SOLIDO,MERCK SHARP DOME
ESTRIOL,ESTEINE,SEMISOLIDO,LAFRANCOL
ESTROGENOS,SUPLESTROL,SEMISOLIDO,CIPLA
ESTROGENOS,ESTROGENOS,SOLIDO,FAES
ESZOPICLONA,NOVASLEEP,SOLIDO,MOVAMED
ESZOPICLONA,BONSONO,SOLIDO,EUROFARMA
ESZOPICLONA,ESZOPILO,SOLIDO,HETERO
ESZOPICLONA,INDUCTAL,SOLIDO,SIEGFRIED
ESZOPICLONA,REGULANE,SOLIDO,LABINCO
ESZOPICLONA,ZOPLIMAX,SOLIDO,MEGA LABS
ESZOPICLONA,ESZOPICLONA,SOLIDO,HETERO
ESZOPICLONA,DORMEBEN EZ,SOLIDO,BUSSIE
ESZOPICLONA,NOPTIC,SOLIDO,ANDROMACO
ESZOPICLONA,VALNOC,SOLIDO,SYNTHESIS
ESZOPICLONA,ISOKLON,SOLIDO,TECNOQUIMICAS
FLUTICASONA,INSPIMED,LIQUIDO,NOVAMED
FLUTICASONA,ALLERZITINA,LIQUIDO,LAFRANCOL
FLUTICASONA,NASOBLAS,LIQUIDO,BLASKOV
FLUTICASONA,FLIXOHALER,LIQUIDO,NOVAMED
FLUTICASONA,FLOHALE,LIQUIDO,CIPLA
FLUTICASONA,FLUAVIA,LIQUIDO,AVALON
FORMOTEROL,FLUTIFORM,LIQUIDO,MUNDIPHARMA
FORMOTEROL,ZENHALE,LIQUIDO,MERCK SHARP DOME
GADOBUTROL,GADOVIST,LIQUIDO/SOLIDO,BAYER
GADODIAMIDA,OMNISCAN,LIQUIDO/SOLIDO,GE HEALTHCARE
GADOTERICO,DOTAREM,LIQUIDO/SOLIDO,GUERBET
GEFITINIB,GEFINEX,SOLIDO,LEGRAND
GEFITINIB,GEFTICIP,SOLIDO,CIPLA
GLATIRAMER,GLATIR,LIQUIDO/SOLIDO,BIOSPIFAR
GLATIRAMER,GLAMATIR,LIQUIDO/SOLIDO,MONTE VERDE
GLATIRAMER,GLYSTRALSOLUCION,LIQUIDO/SOLIDO,HB HUMAN BIOSCIENCE
GLATIRAMER,AUTIX,LIQUIDO/SOLIDO,LAFRANCOL
HIDROXIPROGESTERONA,PROLUTON DEPOT,LIQUIDO/SOLIDO,BAYER
IDARUCIZUMAB,PRAXBIND,LIQUIDO/SOLIDO,BOEHRINGER
IMIPENEM,TIENAM,LIQUIDO/SOLIDO,MERCK SHARP DOME
IMIPENEM,IMCIBIOS,LIQUIDO/SOLIDO,BIOSELECT
IMIPENEM,IMIPENEM/CILASTATINA,LIQUIDO/SOLIDO,ANTIBIOTICOS DE COLOMBIA
IMIPENEM,IMIPENEM + CILASTINA,LIQUIDO/SOLIDO,AUROBINDO
IMIPENEM,IMIPENEM + CILASTINA,LIQUIDO/SOLIDO,NORSTRAY NUART
IMIPENEM,IMIPENEM CILASTINA,LIQUIDO/SOLIDO,VICAR
IMIPENEM,ITIXIB,LIQUIDO/SOLIDO,LEGRAND
IMIPENEM,IMIPENEM Y CILASTINA,LIQUIDO/SOLIDO,FARMALOGICA
IMIPENEM,TIESILAN,LIQUIDO/SOLIDO,CHALVER
IMIPENEM,IMIPENEM + CILASTINA,LIQUIDO/SOLIDO,VITALIS
INDACATEROL,ULTIBRO-BREEZHALER,SOLIDO,NOVARTIS
INMUNOGLOBULINA,IMMUNORHO,LIQUIDO/SOLIDO,KEDRION
INMUNOGLOBULINA,RHOGAM,LIQUIDO/SOLIDO,KEDRION
INMUNOGLOBULINA,NUILIVA,LIQUIDO/SOLIDO,GRIFOLS
INMUNOGLOBULINA,HYPERHEP B,LIQUIDO/SOLIDO,GRIFOLS THERAPEUTICS
INMUNOGLOBULINA,IMMUNOHBS,LIQUIDO/SOLIDO,KEDRION
INMUNOGLOBULINA,VENBIG,LIQUIDO/SOLIDO,KEDRION
IPRATROPIO,BRIA,LIQUIDO,SYNTHESIS
IPRATROPIO,PLAMUNERESPULAS,LIQUIDO,CIPLA
IPRATROPIO,PLAMUNE,LIQUIDO,CIPLA
IPRATROPIO,ASPROMIO,LIQUIDO,CHALVER
IPRATROPIO,BROMURO DE IPRATROPIO,LIQUIDO,BIOSYNTEC
IPRATROPIO,IPRAMAR,LIQUIDO,BIOTOSCANA
IPRATROPIO,BROMURO DE IPRATROPIO,LIQUIDO,TECNOQUIMICAS
IPRATROPIO,ATROVENT,LIQUIDO,BOEHRINGER
IXEKIZUMAB,TALTZ,LIQUIDO/SOLIDO,ELI LILLY
LABETALOL,LABETALOL HIDROCLORURO,LIQUIDO/SOLIDO,SERFACAR
LABETALOL,DIBLOREC,LIQUIDO/SOLIDO,MEDYSEH
LABETALOL,DUOBLOQ,LIQUIDO/SOLIDO,LIMINAL
LABETALOL,LABETALOL,LIQUIDO/SOLIDO,RYAN
LABETALOL,LABETALOL,LIQUIDO/SOLIDO,PROCLIN
LABETALOL,PRESEQUIL,LIQUIDO/SOLIDO,BLASKOV
LAMIVUDINA,AVONZA,SOLIDO,MYLAN
LAMIVUDINA,TRIODAY,SOLIDO,CIPLA
LAMIVUDINA,LATEFA,SOLIDO,HETERO
LINAGLIPTINA,TRAYENTA,SOLIDO,BOEHRINGER
MEDROXIPROGESTERONA,MEDROXIPROGESTERONA,SOLIDO,AMERICAN GENERICS
MEDROXIPROGESTERONA,CYCLOFEM,LIQUIDO/SOLIDO,PROFAMILIA
MERCAPTAMINA,CYSTAGON,SOLIDO,RECORDATI RARE
MERCAPTAMINA,CYSTAGON,SOLIDO,RECORDATI RARE DISEASES
METFORMINA,XIGDUOXR,SOLIDO,ASTRAZENECA
METFORMINA,XIGDUO XR,SOLIDO,ASTRAZENECA
METFORMINA,JARDIANCE DUO,SOLIDO,BOEHRINGER
METFORMINA,VYLDA,SOLIDO,LAFRANCOL
METFORMINA,JALRA M,SOLIDO,MERCK
METFORMINA,JALRA,SOLIDO,MERCK
METFORMINA,JALRAM,SOLIDO,MERCK
NEPAFENACO,NEOLAG,LIQUIDO,SYNTHESIS
NEPAFENACO,NEPAOFTAL,LIQUIDO,TECNOQUIMICAS
NEPAFENACO,ILEVRO,LIQUIDO,NOVARTIS
NIMOTUZUMAB,CIMAHER,LIQUIDO/SOLIDO,CIMAB
NINTEDANIB,VARGATEF,SOLIDO,BOEHRINGER
NORETISTERONA,AI PROFAMILIA,LIQUIDO/SOLIDO,PROFAMILIA
NORETISTERONA,OVUNIL,LIQUIDO/SOLIDO,PRODUCTOS CIENTIFICOS
NORETISTERONA,NORESTIN,LIQUIDO/SOLIDO,CHALVER
NORETISTERONA,NORETISTERONA,LIQUIDO/SOLIDO,BCN MEDICAL
NORETISTERONA,NORIGYNON,LIQUIDO/SOLIDO,BAYER
NORETISTERONA,PRIMOSISTON,SOLIDO,BAYER
NORETISTERONA,TYNDAL,SOLIDO,LAFRANCOL
NORGESTREL,PROGYLUTON,SOLIDO,BAYER
OSIMERTINIB,TAGRISSO,SOLIDO,ASTRAZENECA
PALIPERIDONA,INVEGA SUSTENNA,LIQUIDO/SOLIDO,JANSSEN
PASIREOTIDA,SIGNIFOR,LIQUIDO/SOLIDO,NOVARTIS
POMALIDOMIDA,IPOPRIN,SOLIDO,MSN LABORATORIES PRIVATE
POMALIDOMIDA,POMALYST,SOLIDO,CELGENE EUROPE
POMALIDOMIDA,POMALYST,SOLIDO,CELGENE
PRALATREXATO,DIFOLTA,LIQUIDO/SOLIDO,MUNDIPHARMA
PROGESTERONA,CRINONE,SEMISOLIDO,MERCK
PROGESTERONA,CYCLOGEST,SEMISOLIDO,LAFRANCOL
ALGESTONA,SYNOVULAR SUAVE,LIQUIDO/SOLIDO,LAFRANCOL
ALGESTONA,FEMVULEN,LIQUIDO/SOLIDO,CHALVER
ALGESTONA,SYNOVULAR,LIQUIDO/SOLIDO,LAFRANCOL
PROMESTRIENO,ANTROFI,SEMISOLIDO,EUROFARMA
ROFLUMILAST,DAXAS,SOLIDO,ASTRAZENECA
SALBUTAMOL,SALBUTAMOL,LIQUIDO,ANGLOPHARMA
SALBUTAMOL,SALBUTAMOL,LIQUIDO,ECAR
SALBUTAMOL,BETADREN,LIQUIDO,COMERFAR
SALBUTAMOL,SALBUTAMOL,LIQUIDO,LAPROFF
SALBUTAMOL,SALBUTAMOL,LIQUIDO,MEMPHIS
SILODOSINA,FENANTA,SOLIDO,MSN
SILODOSINA,SILOTRIF,SOLIDO,MSN LABORATORIES PRIVATE
SIMVASTATIN,EZETIMIBA,SOLIDO,SANOFI
SIMVASTATIN,EZIT-ST,SOLIDO,HETERO
SIMVASTATIN,EZETIMIBE + SIMBASTATINA,SOLIDO,LA SANTE
SIMVASTATIN,EZETIMIBA + SIMVASTATINA,SOLIDO,LA SANTE
SIMVASTATIN,EZETIMIBA + SIMVASTATINA,SOLIDO,COLMED
SIMVASTATIN,EZETIMIBE SIMBASTATINA,SOLIDO,COLMED
SIMVASTATIN,DUOLIP,SOLIDO,SCANDINAVIA PHARMA
SIMVASTATIN,TIAZOMET S,SOLIDO,METLEN PHARMA
SIMVASTATIN,EZETIMIBA/SIMVASTATINA,SOLIDO,AMERICAN GENERICS
SIMVASTATIN,ZINTREPID,SOLIDO,MERCK SHARP DOME
SOLIFENACINA,TRABIS,SOLIDO,XINETIX
TALIGLUCERASA,UPLYSO200,LIQUIDO/SOLIDO,PFIZER
TENOFOVIR,TENOFOVIR,SOLIDO,VEROS HEALTH
TENOFOVIR,TENOVUDIN,SOLIDO,RICHMOND
