NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
FLUOXETINA,GENERICO,RATIOPHARM ESPANA S.A.,FLUOXETINA,5.25,NO,NO
SIMVASTATINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,SIMVASTATINA,2.17,SI,NO
PAZITAL,ORIGINAL,GRUNENTHAL PHARMA S.A,PARACETAMOLTRAMADOL,2.97,NO,NO
PAZITAL,ORIGINAL,GRUNENTHAL PHARMA S.A,PARACETAMOLTRAMADOL,8.88,NO,NO
GLUCOSALINA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,SODIO,31.46,NO,NO
GLUCOSALINA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,GLUCOSA,34.5,NO,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,LOSARTAN,2.92,NO,NO
GLUCOSALINA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,SODIO,19.44,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,GLUCOSA,27.94,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,GLUCOSA,30.29,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,GLUCOSA,15.92,NO,NO
KETOCONAZOL,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,KETOCONAZOL,2.98,NO,NO
SIMVASTATINA,GENERICO,TEVA PHARMA S.L.U,SIMVASTATINA,2.17,SI,NO
SIMVASTATINA,GENERICO,TEVA PHARMA S.L.U,SIMVASTATINA,1.58,SI,NO
SIMVASTATINA,GENERICO,TEVA PHARMA S.L.U,SIMVASTATINA,0.95,SI,NO
MICOFENOLATO,GENERICO,SANDOZ FARMACEUTICA S.A,MICOFENOLATO,75.6,NO,NO
SECALIP,ORIGINAL,LACERS.A.,FENOFIBRATO,4.53,SI,NO
FERBISOL,ORIGINAL,LABORATORIOS BIAL S.A.,FERROGLICINA,13.57,NO,NO
ALGIDRIN,ORIGINAL,FARDI S.A.,IBUPROFENO,2.5,NO,NO
CYMBALTA,ORIGINAL,DISTA S.A.E.,DULOXETINA,13.36,NO,NO
CYMBALTA,ORIGINAL,DISTA S.A.E.,DULOXETINA,26.73,NO,NO
OXYCONTIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,OXICODONA,7.6,NO,NO
PANTOPRAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,PANTOPRAZOL,8.74,NO,NO
SICCAFLUID,ORIGINAL,THEA S.A.,CARBOMERO,7.02,NO,NO
SICCAFLUID,ORIGINAL,THEA S.A.,CARBOMERO,12.64,NO,NO
ZONEGRAN,ORIGINAL,FERRER INTERNACIONAL S.A.,ZONISAMIDA,4.85,NO,NO
ZONEGRAN,ORIGINAL,FERRER INTERNACIONAL S.A.,ZONISAMIDA,77.59,NO,NO
ZONEGRAN,ORIGINAL,FERRER INTERNACIONAL S.A.,ZONISAMIDA,19.4,NO,NO
DERMOFIX,ORIGINAL,FERRER INTERNACIONAL S.A.,SERTACONAZOL,12.35,NO,NO
ZALAIN,ORIGINAL,FERRER INTERNACIONAL S.A.,SERTACONAZOL,12.35,NO,NO
ONDANSETRON,GENERICO,TEVA PHARMA S.L.U,ONDANSETRON,13.33,NO,NO
ONDANSETRON,GENERICO,TEVA PHARMA S.L.U,ONDANSETRON,33.31,NO,NO
ONDANSETRON,GENERICO,TEVA PHARMA S.L.U,ONDANSETRON,26.65,NO,NO
ONDANSETRON,GENERICO,TEVA PHARMA S.L.U,ONDANSETRON,66.63,NO,NO
CARVEDILOL,GENERICO,TEVA PHARMA S.L.U,CARVEDILOL,6.04,SI,NO
CARVEDILOL,GENERICO,TEVA PHARMA S.L.U,CARVEDILOL,2.5,SI,NO
HEXVIX,ORIGINAL,PHOTOCURE ASA,HEXAMINOLEVULINICO,471.79,NO,NO
PAROXETINA,GENERICO,CINFA S.A.,PAROXETINA,3.04,NO,NO
PAROXETINA,GENERICO,CINFA S.A.,PAROXETINA,6.09,NO,NO
PAROXETINA,GENERICO,CINFA S.A.,PAROXETINA,12.18,NO,NO
ABILIFY,ORIGINAL,OTSUKA PHARMACEUTICAL S.A.,ARIPIPRAZOL,47.89,NO,NO
ABILIFY,ORIGINAL,OTSUKA PHARMACEUTICAL S.A.,ARIPIPRAZOL,71.84,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALPRAZOLAM,2.11,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALPRAZOLAM,1.64,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALPRAZOLAM,2.5,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALPRAZOLAM,4.84,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALPRAZOLAM,8.07,NO,NO
BUDESONIDA,ORIGINAL,ALDO-UNION S.L.,BUDESONIDA,12.3,SI,NO
BUDESONIDA,ORIGINAL,ALDO-UNION S.L.,BUDESONIDA,6.15,SI,NO
ZYPREXA,ORIGINAL,LILLY S.A.,OLANZAPINA,105.78,NO,NO
PAROXETINA,GENERICO,NORMON S.A.,PAROXETINA,3.04,NO,NO
ACREL,ORIGINAL,THERAMEX  IRELAND LIMITED,RISEDRONATO,19.84,NO,NO
MIRTAZAPINA,GENERICO,ALTER S.A.,MIRTAZAPINA,8.52,NO,NO
OXYCONTIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,OXICODONA,15.2,NO,NO
PULMICORT,ORIGINAL,ASTRAZENECA FARMACEUTICA SPAIN S.A,BUDESONIDA,12.25,SI,NO
MIRTAZAPINA,GENERICO,ALTER S.A.,MIRTAZAPINA,17.05,NO,NO
AFLOYAN,ORIGINAL,ALTER S.A.,MIRTAZAPINA,8.52,NO,NO
AFLOYAN,ORIGINAL,ALTER S.A.,MIRTAZAPINA,17.05,NO,NO
DEFLAZACORT,GENERICO,STADA S.L,DEFLAZACORT,3.79,SI,NO
DEFLAZACORT,GENERICO,STADA S.L,DEFLAZACORT,8.54,SI,NO
NEOSTIGMINA,ORIGINAL,B. BRAUN MEDICAL S.A.,NEOSTIGMINA,8.59,NO,NO
APIDRA,ORIGINAL,SANOFI AVENTIS S.A,INSULINA,46.97,SI,NO
ADOLONTA,ORIGINAL,GRUNENTHAL PHARMA S.A,TRAMADOL,6.21,NO,NO
RISPERIDONA,GENERICO,KERN PHARMA S.L.,RISPERIDONA,24.67,NO,NO
RISPERIDONA,GENERICO,KERN PHARMA S.L.,RISPERIDONA,49.31,NO,NO
RISPERIDONA,GENERICO,KERN PHARMA S.L.,RISPERIDONA,8.23,NO,NO
CEFTAZIDIMA,GENERICO,NORMON S.A.,CEFTAZIDIMA,5.68,NO,NO
BISOPROLOL,GENERICO,TEVA PHARMA S.L.U,BISOPROLOL,3.28,SI,NO
BISOPROLOL,GENERICO,TEVA PHARMA S.L.U,BISOPROLOL,2.36,SI,NO
MIRTAZAPINA,GENERICO,NORMON S.A.,MIRTAZAPINA,17.05,NO,NO
MIRTAZAPINA,GENERICO,ARISTO PHARMA IBERIA S.L.,MIRTAZAPINA,8.52,NO,NO
MIRTAZAPINA,GENERICO,ARISTO PHARMA IBERIA S.L.,MIRTAZAPINA,17.05,NO,NO
ALENDRONICO,GENERICO,STADA S.L,ALENDRONICO,9.99,NO,NO
DUROGESIC,ORIGINAL,JANSSEN CILAG S.A.,FENTANILO,7.02,NO,NO
OXYCONTIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,OXICODONA,30.43,NO,NO
PANTOPRAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,PANTOPRAZOL,17.48,NO,NO
MIRTAZAPINA,GENERICO,COMBIX S.L.U,MIRTAZAPINA,17.05,NO,NO
PRAMIPEXOL,GENERICO,SANDOZ FARMACEUTICA S.A,PRAMIPEXOL,25.41,NO,NO
FENTANILO,GENERICO,SANDOZ FARMACEUTICA S.A,FENTANILO,14.63,NO,NO
FENTANILO,GENERICO,SANDOZ FARMACEUTICA S.A,FENTANILO,29.25,NO,NO
FENTANILO,GENERICO,SANDOZ FARMACEUTICA S.A,FENTANILO,43.88,NO,NO
BRONCORAL,ORIGINAL,CHIESI ESPANA S.A.U.,FORMOTEROL,38.17,SI,NO
FINASTERIDA,GENERICO,SANDOZ FARMACEUTICA S.A,FINASTERIDA,9.1,NO,NO
MICETAL,ORIGINAL,LABORATORIOS ERN S.A.,FLUTRIMAZOL,13.5,NO,NO
FLUOXETINA,GENERICO,SANDOZ FARMACEUTICA S.A,FLUOXETINA,5.25,NO,NO
ALFUZOSINA,GENERICO,ZENTIVA KS,ALFUZOSINA,11.8,NO,NO
GLIMEPIRIDA,GENERICO,SANDOZ FARMACEUTICA S.A,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,SANDOZ FARMACEUTICA S.A,GLIMEPIRIDA,20.36,NO,NO
IRBESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,IRBESARTAN,7.74,NO,NO
IRBESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,IRBESARTAN,15.49,NO,NO
IRBESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,IRBESARTAN,3.87,NO,NO
GLIMEPIRIDA,GENERICO,ZENTIVA KS,GLIMEPIRIDA,2.54,NO,NO
GLIMEPIRIDA,GENERICO,ZENTIVA KS,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,ZENTIVA KS,GLIMEPIRIDA,5.09,NO,NO
GLIMEPIRIDA,GENERICO,ZENTIVA KS,GLIMEPIRIDA,20.36,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,IRBESARTANHIDROCLOROTIAZIDA,9.65,NO,NO
METFORMINA,GENERICO,KERN PHARMA S.L.,METFORMINA,1.94,NO,NO
MIRTAZAPINA,GENERICO,CINFA S.A.,MIRTAZAPINA,17.05,NO,NO
IBUPROFENO,GENERICO,LABORATORIOS FARMACEUTICOS  ROVI S.A.,IBUPROFENO,1.97,NO,NO
KONAKION,ORIGINAL,RUBIO S.A.,FITOMENADIONA,9.37,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,HIDROCLOROTIAZIDAIRBESARTAN,19.29,NO,NO
IBUPROFENO,GENERICO,TEVA PHARMA S.L.U,IBUPROFENO,1.97,NO,NO
NATECAL,ORIGINAL,ITALFARMACO S.A.,CALCIO,3.29,NO,NO
LERCANIDIPINO,GENERICO,SANDOZ FARMACEUTICA S.A,LERCANIDIPINO,6.24,NO,NO
LETROZOL,GENERICO,SANDOZ FARMACEUTICA S.A,LETROZOL,92.1,NO,NO
VIRGAN,ORIGINAL,THEA S.A.,GANCICLOVIR,14.28,NO,NO
LEVOCETIRIZINA,GENERICO,SANDOZ FARMACEUTICA S.A,LEVOCETIRIZINA,5.9,NO,NO
LOSARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,LOSARTAN,8.34,SI,NO
IBUPROFENO,GENERICO,ALTER S.A.,IBUPROFENO,2.06,NO,NO
LOSARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,LOSARTAN,4.17,SI,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,HIDROCLOROTIAZIDALOSARTAN,5.84,NO,NO
PAROXETINA,GENERICO,NORMON S.A.,PAROXETINA,12.18,NO,NO
IBUPROFENO,GENERICO,NEURAXPHARM SPAIN S.L.U,IBUPROFENO,1.97,NO,NO
FINASTERIDA,GENERICO,KERN PHARMA S.L.,FINASTERIDA,9.1,NO,NO
FINASTERIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,FINASTERIDA,9.1,NO,NO
NOVOPULM,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,BUDESONIDA,24.52,SI,NO
NOVOPULM,ORIGINAL,MEDA PHARMA S.L,BUDESONIDA,24.17,SI,NO
PRAVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,PRAVASTATINA,4.07,SI,NO
PRAVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,PRAVASTATINA,8.15,SI,NO
PRAVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,PRAVASTATINA,16.3,SI,NO
CITALOPRAM,GENERICO,SUN PHARMA LABORATORIOS S.L,CITALOPRAM,2.56,NO,NO
RISPERIDONA,GENERICO,SANDOZ FARMACEUTICA S.A,RISPERIDONA,49.31,NO,NO
CITALOPRAM,GENERICO,SUN PHARMA LABORATORIOS S.L,CITALOPRAM,5.12,NO,NO
RISPERIDONA,GENERICO,SANDOZ FARMACEUTICA S.A,RISPERIDONA,24.67,NO,NO
BRAVELLE,ORIGINAL,FERRING S.A.U,UROFOLITROPINA,200.73,NO,NO
RISPERIDONA,GENERICO,SANDOZ FARMACEUTICA S.A,RISPERIDONA,8.23,NO,NO
RAMIPRIL,GENERICO,SANDOZ FARMACEUTICA S.A,RAMIPRIL,4.84,SI,NO
RAMIPRIL,GENERICO,SANDOZ FARMACEUTICA S.A,RAMIPRIL,9.68,SI,NO
TUSCALMAN,ORIGINAL,DESMA LABORATORIO FARMACEUTICO S.L.,NOSCAPINA,6.24,NO,NO
PRAMIPEXOL,GENERICO,SANDOZ FARMACEUTICA S.A,PRAMIPEXOL,29.64,NO,NO
PRAMIPEXOL,GENERICO,SANDOZ FARMACEUTICA S.A,PRAMIPEXOL,98.83,NO,NO
PRAMIPEXOL,GENERICO,SANDOZ FARMACEUTICA S.A,PRAMIPEXOL,7.62,NO,NO
EFORTIL,ORIGINAL,SANOFI AVENTIS S.A,ETILEFRINA,1.58,NO,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,LAMOTRIGINA,28.24,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,LAMOTRIGINA,9.88,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,LAMOTRIGINA,4.95,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,LAMOTRIGINA,6.59,SI,NO
LAMOTRIGINA,GENERICO,SANDOZ FARMACEUTICA S.A,LAMOTRIGINA,6.59,SI,NO
LAMOTRIGINA,GENERICO,BEXAL FARMACEUTICA S.A.,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,BEXAL FARMACEUTICA S.A.,LAMOTRIGINA,28.24,SI,NO
TOPIRAMATO,GENERICO,SANDOZ FARMACEUTICA S.A,TOPIRAMATO,18.31,NO,NO
TOPIRAMATO,GENERICO,SANDOZ FARMACEUTICA S.A,TOPIRAMATO,9.16,NO,NO
LAMOTRIGINA,GENERICO,SANDOZ FARMACEUTICA S.A,LAMOTRIGINA,13.18,SI,NO
PROCORALAN,ORIGINAL,SERVIER S.L.,IVABRADINA,28.85,NO,NO
PROCORALAN,ORIGINAL,SERVIER S.L.,IVABRADINA,43.27,NO,NO
TOPIRAMATO,GENERICO,SANDOZ FARMACEUTICA S.A,TOPIRAMATO,73.25,NO,NO
LAMOTRIGINA,GENERICO,SANDOZ FARMACEUTICA S.A,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,SANDOZ FARMACEUTICA S.A,LAMOTRIGINA,28.24,SI,NO
GABAPENTINA,GENERICO,NORMON S.A.,GABAPENTINA,12.3,SI,NO
GABAPENTINA,GENERICO,NORMON S.A.,GABAPENTINA,9.23,SI,NO
TOPIRAMATO,GENERICO,SANDOZ FARMACEUTICA S.A,TOPIRAMATO,36.62,NO,NO
TAMSULOSINA,GENERICO,SANDOZ FARMACEUTICA S.A,TAMSULOSINA,10.96,NO,NO
SIMVASTATINA,GENERICO,SANDOZ FARMACEUTICA S.A,SIMVASTATINA,2.17,SI,NO
SIMVASTATINA,GENERICO,SANDOZ FARMACEUTICA S.A,SIMVASTATINA,1.58,SI,NO
SIMVASTATINA,GENERICO,SANDOZ FARMACEUTICA S.A,SIMVASTATINA,0.95,SI,NO
OXYCONTIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,OXICODONA,60.85,NO,NO
REPAGLINIDA,GENERICO,AUROVITAS SPAIN S.A.U,REPAGLINIDA,11.18,NO,NO
REPAGLINIDA,GENERICO,AUROVITAS SPAIN S.A.U,REPAGLINIDA,2.79,NO,NO
RISPERIDONA,GENERICO,ARISTO PHARMA IBERIA S.L.,RISPERIDONA,2.75,NO,NO
REPAGLINIDA,GENERICO,AUROVITAS SPAIN S.A.U,REPAGLINIDA,5.59,NO,NO
RISPERIDONA,GENERICO,ARISTO PHARMA IBERIA S.L.,RISPERIDONA,8.23,NO,NO
RISPERIDONA,GENERICO,ARISTO PHARMA IBERIA S.L.,RISPERIDONA,24.67,NO,NO
RISPERIDONA,GENERICO,ARISTO PHARMA IBERIA S.L.,RISPERIDONA,49.31,NO,NO
ATORVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,ATORVASTATINA,9.21,NO,NO
LAMOTRIGINA,GENERICO,KERN PHARMA S.L.,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,KERN PHARMA S.L.,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,KERN PHARMA S.L.,LAMOTRIGINA,28.24,SI,NO
KLACID,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,CLARITROMICINA,18.36,NO,NO
ATORVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,ATORVASTATINA,18.42,NO,NO
FINASTERIDA,GENERICO,TEVA PHARMA S.L.U,FINASTERIDA,9.1,NO,NO
TAMSULOSINA,GENERICO,TEVA PHARMA S.L.U,TAMSULOSINA,10.96,NO,NO
TAMSULOSINA,GENERICO,STADA S.L,TAMSULOSINA,10.96,NO,NO
TAMSULOSINA,GENERICO,MABO-FARMA S.A.,TAMSULOSINA,10.96,NO,NO
PARIZAC,ORIGINAL,LACERS.A.,OMEPRAZOL,4.15,NO,NO
OFTALMOWELL,ORIGINAL,TEOFARMA S.R.L,POLIMIXINA,3.75,NO,NO
GLIMEPIRIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,GLIMEPIRIDA,2.54,NO,NO
GLIMEPIRIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,GLIMEPIRIDA,5.09,NO,NO
GLIMEPIRIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,GLIMEPIRIDA,20.36,NO,NO
CETIRIZINA,GENERICO,TEVA PHARMA S.L.U,CETIRIZINA,3.51,NO,NO
GLIMEPIRIDA,GENERICO,ALTER S.A.,GLIMEPIRIDA,2.54,NO,NO
GLIMEPIRIDA,GENERICO,ALTER S.A.,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,ALTER S.A.,GLIMEPIRIDA,5.09,NO,NO
GLIMEPIRIDA,GENERICO,ALTER S.A.,GLIMEPIRIDA,20.36,NO,NO
IBUPROFENO,GENERICO,STADA S.L,IBUPROFENO,2.06,NO,NO
ABILIFY,ORIGINAL,OTSUKA PHARMACEUTICAL S.A.,ARIPIPRAZOL,25.66,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,SODIO,1.5,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,SODIO,1.56,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,SODIO,1.78,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,SODIO,1.95,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,SODIO,2.22,NO,NO
RINGER,ORIGINAL,TECSOLPAR S.A,SODIO,1.37,NO,NO
RINGER,ORIGINAL,TECSOLPAR S.A,CLORURO,1.55,NO,NO
GLIMEPIRIDA,GENERICO,STADA S.L,GLIMEPIRIDA,20.36,NO,NO
GLIMEPIRIDA,GENERICO,STADA S.L,GLIMEPIRIDA,5.09,NO,NO
GLIMEPIRIDA,GENERICO,STADA S.L,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,STADA S.L,GLIMEPIRIDA,2.54,NO,NO
TAMSULOSINA,GENERICO,ARISTO PHARMA IBERIA S.L.,TAMSULOSINA,10.96,NO,NO
IGANTIBE,ORIGINAL,INSTITUTO GRIFOLS S.A.,INMUNOGLOBULINA,36.37,NO,NO
IGANTIBE,ORIGINAL,INSTITUTO GRIFOLS S.A.,INMUNOGLOBULINA,193.14,NO,NO
IGANTIBE,ORIGINAL,INSTITUTO GRIFOLS S.A.,INMUNOGLOBULINA,295.27,NO,NO
OMEPRAZOL,ORIGINAL,ARISTO PHARMA IBERIA S.L.,OMEPRAZOL,2.5,NO,NO
OMEPRAZOL,ORIGINAL,ARISTO PHARMA IBERIA S.L.,OMEPRAZOL,4.15,NO,NO
IBUPROFENO,GENERICO,CINFA S.A.,IBUPROFENO,2.06,NO,NO
TAMSULOSINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,TAMSULOSINA,10.96,NO,NO
VANCOMICINA,GENERICO,REIG JOFRE S.A.,VANCOMICINA,5.39,NO,NO
VANCOMICINA,GENERICO,REIG JOFRE S.A.,VANCOMICINA,10.77,NO,NO
GLUCOSALINO,ORIGINAL,TECSOLPAR S.A,GLUCOSASODIO,1.39,NO,NO
GLUCOSALINO,ORIGINAL,TECSOLPAR S.A,SODIO,1.58,NO,NO
GLUCOSALINO,ORIGINAL,TECSOLPAR S.A,GLUCOSASODIO,1.78,NO,NO
FIDIUM,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,BETAHISTINA,2.73,NO,NO
TAMSULOSINA,GENERICO,CINFA S.A.,TAMSULOSINA,10.96,NO,NO
ALENDRONICO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALENDRONICO,9.99,NO,NO
TORASEMIDA,GENERICO,NORMON S.A.,TORASEMIDA,2.5,SI,NO
TORASEMIDA,GENERICO,NORMON S.A.,TORASEMIDA,2.65,SI,NO
TORASEMIDA,GENERICO,NORMON S.A.,TORASEMIDA,5.29,SI,NO
LAMOTRIGINA,GENERICO,NORMON S.A.,LAMOTRIGINA,2.5,SI,NO
LAMOTRIGINA,GENERICO,NORMON S.A.,LAMOTRIGINA,4.95,SI,NO
LAMOTRIGINA,GENERICO,NORMON S.A.,LAMOTRIGINA,6.59,SI,NO
LAMOTRIGINA,GENERICO,NORMON S.A.,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,NORMON S.A.,LAMOTRIGINA,9.88,SI,NO
LAMOTRIGINA,GENERICO,NORMON S.A.,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,NORMON S.A.,LAMOTRIGINA,28.24,SI,NO
PANTOPRAZOL,GENERICO,MEDA PHARMA S.L,PANTOPRAZOL,17.48,NO,NO
PARACETAMOL,GENERICO,ALTER S.A.,PARACETAMOL,1.9,NO,NO
FLUDETEN,ORIGINAL,ALTER S.A.,PARACETAMOLCODEINA,2.5,NO,NO
TAMSULOSINA,GENERICO,ZENTIVA KS,TAMSULOSINA,10.96,NO,NO
AZITROMICINA,GENERICO,TEVA PHARMA S.L.U,AZITROMICINA,5.62,NO,NO
LAMOTRIGINA,GENERICO,TEVA PHARMA S.L.U,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,TEVA PHARMA S.L.U,LAMOTRIGINA,28.24,SI,NO
LAMOTRIGINA,GENERICO,TEVA PHARMA S.L.U,LAMOTRIGINA,13.18,SI,NO
LANSOPRAZOL,GENERICO,TARBIS FARMA S.L.,LANSOPRAZOL,7.96,NO,NO
LANSOPRAZOL,GENERICO,TARBIS FARMA S.L.,LANSOPRAZOL,15.92,NO,NO
MELOXICAM,GENERICO,ARISTO PHARMA IBERIA S.L.,MELOXICAM,2.54,NO,NO
MELOXICAM,GENERICO,ARISTO PHARMA IBERIA S.L.,MELOXICAM,2.5,NO,NO
SEREGRA,GENERICO,ARAFARMA GROUP S.A,CITALOPRAM,7.68,NO,NO
SEREGRA,GENERICO,ARAFARMA GROUP S.A,CITALOPRAM,15.36,NO,NO
SEREGRA,GENERICO,ARAFARMA GROUP S.A,CITALOPRAM,5.12,NO,NO
SEREGRA,GENERICO,ARAFARMA GROUP S.A,CITALOPRAM,10.24,NO,NO
MICLAST,GENERICO,PIERRE FABRE IBERICA S.A.,CICLOPIROX,2.51,NO,NO
NORMOTRIDE,GENERICO,ARAFARMA GROUP S.A,CARVEDILOL,6.04,SI,NO
SIMVASTATINA,GENERICO,SUN PHARMA LABORATORIOS S.L,SIMVASTATINA,0.95,SI,NO
SIMVASTATINA,GENERICO,SUN PHARMA LABORATORIOS S.L,SIMVASTATINA,1.58,SI,NO
NITROFIX,GENERICO,ARAFARMA GROUP S.A,NITROGLICERINA,7.71,SI,NO
NITROFIX,GENERICO,ARAFARMA GROUP S.A,NITROGLICERINA,23.14,SI,NO
CORLENTOR,ORIGINAL,DANVAL S.A.,IVABRADINA,28.85,NO,NO
CORLENTOR,ORIGINAL,DANVAL S.A.,IVABRADINA,43.27,NO,NO
NITROFIX,GENERICO,ARAFARMA GROUP S.A,NITROGLICERINA,15.42,SI,NO
FINASTERIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,FINASTERIDA,9.1,NO,NO
CANDIFIX,GENERICO,ARAFARMA GROUP S.A,FLUCONAZOL,30.0,NO,NO
CANDIFIX,GENERICO,ARAFARMA GROUP S.A,FLUCONAZOL,3.22,NO,NO
CANDIFIX,GENERICO,ARAFARMA GROUP S.A,FLUCONAZOL,12.86,NO,NO
CITALOPRAM,GENERICO,STADA S.L,CITALOPRAM,5.12,NO,NO
CITALOPRAM,GENERICO,STADA S.L,CITALOPRAM,7.68,NO,NO
LORATADINA,GENERICO,STADA S.L,LORATADINA,3.11,NO,NO
CANDIFIX,GENERICO,ARAFARMA GROUP S.A,FLUCONAZOL,15.0,NO,NO
HALOPERIDOL,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,HALOPERIDOL,2.97,NO,NO
TERRAMICINA,ORIGINAL,FARMASIERRA LABORATORIOS S.L.,OXITETRACICLINA,1.47,NO,NO
COLPOTROFIN,ORIGINAL,THERAMEX  IRELAND LIMITED,PROMESTRIENO,11.4,NO,NO
ARATRO,GENERICO,ARAFARMA GROUP S.A,AZITROMICINA,5.62,NO,NO
ARATRO,GENERICO,ARAFARMA GROUP S.A,AZITROMICINA,6.03,NO,NO
ARAPRIDE,ORIGINAL,ARAFARMA GROUP S.A,OMEPRAZOL,4.15,NO,NO
ARAPRIDE,GENERICO,ARAFARMA GROUP S.A,OMEPRAZOL,2.42,NO,NO
HIPOARTEL,ORIGINAL,FAES FARMA S.A.,ENALAPRIL,1.84,NO,NO
ENALAPRIL,GENERICO,FAES FARMA S.A.,HIDROCLOROTIAZIDAENALAPRIL,1.84,NO,NO
HIPOARTEL,ORIGINAL,FAES FARMA S.A.,ENALAPRIL,1.61,SI,NO
ARAPAXEL,GENERICO,ARAFARMA GROUP S.A,PAROXETINA,6.09,NO,NO
