NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,ESTADO,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
RISPERIDONA,GENERICO,CINFA S.A.,ALTA,RISPERIDONA,24.67,NO,NO
RISPERIDONA,GENERICO,CINFA S.A.,ALTA,RISPERIDONA,8.23,NO,NO
RISPERIDONA,GENERICO,CINFA S.A.,ALTA,RISPERIDONA,2.75,NO,NO
CETIRIZINA,GENERICO,ZENTIVA KS,ALTA,CETIRIZINA,3.12,NO,NO
PALLADONE,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,BAJA GENERAL,HIDROMORFONA,30.22,NO,NO
PALLADONE,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,BAJA GENERAL,HIDROMORFONA,60.43,NO,NO
PALLADONE,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,BAJA GENERAL,HIDROMORFONA,120.86,NO,NO
PALLADONE,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,BAJA GENERAL,HIDROMORFONA,168.52,NO,NO
OMEPRAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,OMEPRAZOL,1.26,NO,NO
CITALOPRAM,GENERICO,NORMON S.A.,ALTA,CITALOPRAM,7.68,NO,NO
CITALOPRAM,GENERICO,NORMON S.A.,ALTA,CITALOPRAM,2.56,NO,NO
CITALOPRAM,GENERICO,NORMON S.A.,ALTA,CITALOPRAM,5.12,NO,NO
GRISETIN,ORIGINAL,FAES FARMA S.A.,BAJA GENERAL,FLUTAMIDA,53.72,NO,NO
MELOXICAM,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,MELOXICAM,2.54,NO,NO
DIAFORIN,ORIGINAL,FERRER INTERNACIONAL S.A.,BAJA GENERAL,RISPERIDONA,4.14,NO,NO
DIAFORIN,ORIGINAL,FERRER INTERNACIONAL S.A.,BAJA GENERAL,RISPERIDONA,5.51,NO,NO
DIAFORIN,ORIGINAL,FERRER INTERNACIONAL S.A.,BAJA GENERAL,RISPERIDONA,16.53,NO,NO
RISPERIDONA,ORIGINAL,FARMALIDER S.A.,BAJA GENERAL,RISPERIDONA,2.5,NO,NO
RISPERIDONA,ORIGINAL,FARMALIDER S.A.,BAJA GENERAL,RISPERIDONA,4.11,NO,NO
RISPERIDONA,ORIGINAL,FARMALIDER S.A.,BAJA POR NO COMERCIALIZAR,RISPERIDONA,5.48,NO,NO
RISPERIDONA,ORIGINAL,CINFA S.A.,ALTA,RISPERIDONA,16.44,NO,NO
RISPERIDONA,ORIGINAL,FARMALIDER S.A.,BAJA GENERAL,RISPERIDONA,16.44,NO,NO
LOSARTAN,GENERICO,BEXAL FARMACEUTICA S.A.,BAJA GENERAL,LOSARTAN,4.17,SI,NO
LOSARTAN,GENERICO,BEXAL FARMACEUTICA S.A.,BAJA GENERAL,LOSARTAN,8.34,SI,NO
ENANTYUM,ORIGINAL,MENARINIS.A.,ALTA,DEXKETOPROFENO,4.0,NO,NO
KETESSE,ORIGINAL,GUIDOTTI FARMA S.L.,ALTA,DEXKETOPROFENO,4.0,NO,NO
ENANDOL,ORIGINAL,GUIDOTTI FARMA S.L.,BAJA GENERAL,DEXKETOPROFENO,4.0,NO,NO
RISPERIDONA,GENERICO,CINFA S.A.,ALTA,RISPERIDONA,49.31,NO,NO
VENLAFAXINA,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,VENLAFAXINA,19.15,NO,NO
TILKER,ORIGINAL,GERVASI FARMACIA S.L.,ALTA,DILTIAZEM,21.31,SI,NO
MIRTAZAPINA,GENERICO,TEVA PHARMA S.L.U,ALTA,MIRTAZAPINA,17.05,NO,NO
VENLAFAXINA,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,VENLAFAXINA,9.59,NO,NO
FLUOXETINA,GENERICO,RATIOPHARM ESPANA S.A.,BAJA GENERAL,FLUOXETINA,5.25,NO,NO
SIMVASTATINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,SIMVASTATINA,2.17,SI,NO
PAZITAL,ORIGINAL,GRUNENTHAL PHARMA S.A,ALTA,PARACETAMOLTRAMADOL,2.97,NO,NO
PAZITAL,ORIGINAL,GRUNENTHAL PHARMA S.A,ALTA,PARACETAMOLTRAMADOL,8.88,NO,NO
GLUCOSALINA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,BAJA POR NO COMERCIALIZAR,SODIO,31.46,NO,NO
GLUCOSALINA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,GLUCOSA,34.5,NO,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LOSARTAN,2.92,NO,NO
GLUCOSALINA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,SODIO,19.44,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,GLUCOSA,27.94,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,GLUCOSA,30.29,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,GLUCOSA,15.92,NO,NO
KETOCONAZOL,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,BAJA POR NO COMERCIALIZAR,KETOCONAZOL,2.98,NO,NO
SIMVASTATINA,GENERICO,TEVA PHARMA S.L.U,ALTA,SIMVASTATINA,2.17,SI,NO
SIMVASTATINA,GENERICO,TEVA PHARMA S.L.U,ALTA,SIMVASTATINA,1.58,SI,NO
SIMVASTATINA,GENERICO,TEVA PHARMA S.L.U,ALTA,SIMVASTATINA,0.95,SI,NO
MICOFENOLATO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,MICOFENOLATO,75.6,NO,NO
SECALIP,ORIGINAL,LACERS.A.,ALTA,FENOFIBRATO,4.53,SI,NO
FERBISOL,ORIGINAL,LABORATORIOS BIAL S.A.,ALTA,FERROGLICINA,13.57,NO,NO
ALGIDRIN,ORIGINAL,FARDI S.A.,BAJA EXCLUSION FINANCIACION INDIVIDUALIZADA,IBUPROFENO,2.5,NO,NO
CYMBALTA,ORIGINAL,DISTA S.A.E.,ALTA,DULOXETINA,13.36,NO,NO
CYMBALTA,ORIGINAL,DISTA S.A.E.,ALTA,DULOXETINA,26.73,NO,NO
OXYCONTIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,ALTA,OXICODONA,7.6,NO,NO
PANTOPRAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,PANTOPRAZOL,8.74,NO,NO
SICCAFLUID,ORIGINAL,THEA S.A.,ALTA,CARBOMERO,7.02,NO,NO
SICCAFLUID,ORIGINAL,THEA S.A.,ALTA,CARBOMERO,12.64,NO,NO
ZONEGRAN,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,ZONISAMIDA,4.85,NO,NO
ZONEGRAN,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,ZONISAMIDA,77.59,NO,NO
ZONEGRAN,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,ZONISAMIDA,19.4,NO,NO
DERMOFIX,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,SERTACONAZOL,12.35,NO,NO
ZALAIN,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,SERTACONAZOL,12.35,NO,NO
ONDANSETRON,GENERICO,TEVA PHARMA S.L.U,ALTA,ONDANSETRON,13.33,NO,NO
ONDANSETRON,GENERICO,TEVA PHARMA S.L.U,ALTA,ONDANSETRON,33.31,NO,NO
ONDANSETRON,GENERICO,TEVA PHARMA S.L.U,ALTA,ONDANSETRON,26.65,NO,NO
ONDANSETRON,GENERICO,TEVA PHARMA S.L.U,ALTA,ONDANSETRON,66.63,NO,NO
CARVEDILOL,GENERICO,TEVA PHARMA S.L.U,ALTA,CARVEDILOL,6.04,SI,NO
CARVEDILOL,GENERICO,TEVA PHARMA S.L.U,ALTA,CARVEDILOL,2.5,SI,NO
HEXVIX,ORIGINAL,PHOTOCURE ASA,ALTA,HEXAMINOLEVULINICO,471.79,NO,NO
PAROXETINA,GENERICO,CINFA S.A.,ALTA,PAROXETINA,3.04,NO,NO
PAROXETINA,GENERICO,CINFA S.A.,ALTA,PAROXETINA,6.09,NO,NO
PAROXETINA,GENERICO,CINFA S.A.,ALTA,PAROXETINA,12.18,NO,NO
ABILIFY,ORIGINAL,OTSUKA PHARMACEUTICAL S.A.,ALTA,ARIPIPRAZOL,47.89,NO,NO
ABILIFY,ORIGINAL,OTSUKA PHARMACEUTICAL S.A.,ALTA,ARIPIPRAZOL,71.84,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALTA,ALPRAZOLAM,2.11,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALTA,ALPRAZOLAM,1.64,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALTA,ALPRAZOLAM,2.5,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALTA,ALPRAZOLAM,4.84,NO,NO
ALPRAZOLAM,GENERICO,ALTER S.A.,ALTA,ALPRAZOLAM,8.07,NO,NO
BUDESONIDA,ORIGINAL,ALDO-UNION S.L.,ALTA,BUDESONIDA,12.3,SI,NO
BUDESONIDA,ORIGINAL,ALDO-UNION S.L.,ALTA,BUDESONIDA,6.15,SI,NO
ZYPREXA,ORIGINAL,LILLY S.A.,ALTA,OLANZAPINA,105.78,NO,NO
PAROXETINA,GENERICO,NORMON S.A.,ALTA,PAROXETINA,3.04,NO,NO
ACREL,ORIGINAL,THERAMEX  IRELAND LIMITED,ALTA,RISEDRONATO,19.84,NO,NO
MIRTAZAPINA,GENERICO,ALTER S.A.,ALTA,MIRTAZAPINA,8.52,NO,NO
OXYCONTIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,ALTA,OXICODONA,15.2,NO,NO
PULMICORT,ORIGINAL,ASTRAZENECA FARMACEUTICA SPAIN S.A,ALTA,BUDESONIDA,12.25,SI,NO
MIRTAZAPINA,GENERICO,ALTER S.A.,ALTA,MIRTAZAPINA,17.05,NO,NO
AFLOYAN,ORIGINAL,ALTER S.A.,ALTA,MIRTAZAPINA,8.52,NO,NO
AFLOYAN,ORIGINAL,ALTER S.A.,ALTA,MIRTAZAPINA,17.05,NO,NO
DEFLAZACORT,GENERICO,STADA S.L,BAJA POR NO COMERCIALIZAR,DEFLAZACORT,3.79,SI,NO
DEFLAZACORT,GENERICO,STADA S.L,BAJA POR NO COMERCIALIZAR,DEFLAZACORT,8.54,SI,NO
NEOSTIGMINA,ORIGINAL,B. BRAUN MEDICAL S.A.,ALTA,NEOSTIGMINA,8.59,NO,NO
APIDRA,ORIGINAL,SANOFI AVENTIS S.A,ALTA,INSULINA,46.97,SI,NO
ADOLONTA,ORIGINAL,GRUNENTHAL PHARMA S.A,ALTA,TRAMADOL,6.21,NO,NO
RISPERIDONA,GENERICO,KERN PHARMA S.L.,ALTA,RISPERIDONA,24.67,NO,NO
RISPERIDONA,GENERICO,KERN PHARMA S.L.,ALTA,RISPERIDONA,49.31,NO,NO
RISPERIDONA,GENERICO,KERN PHARMA S.L.,ALTA,RISPERIDONA,8.23,NO,NO
CEFTAZIDIMA,GENERICO,NORMON S.A.,ALTA,CEFTAZIDIMA,5.68,NO,NO
BISOPROLOL,GENERICO,TEVA PHARMA S.L.U,ALTA,BISOPROLOL,3.28,SI,NO
BISOPROLOL,GENERICO,TEVA PHARMA S.L.U,ALTA,BISOPROLOL,2.36,SI,NO
MIRTAZAPINA,GENERICO,NORMON S.A.,ALTA,MIRTAZAPINA,17.05,NO,NO
MIRTAZAPINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,MIRTAZAPINA,8.52,NO,NO
MIRTAZAPINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,MIRTAZAPINA,17.05,NO,NO
ALENDRONICO,GENERICO,STADA S.L,ALTA,ALENDRONICO,9.99,NO,NO
DUROGESIC,ORIGINAL,JANSSEN CILAG S.A.,ALTA,FENTANILO,7.02,NO,NO
OXYCONTIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,ALTA,OXICODONA,30.43,NO,NO
PANTOPRAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,PANTOPRAZOL,17.48,NO,NO
MIRTAZAPINA,GENERICO,COMBIX S.L.U,ALTA,MIRTAZAPINA,17.05,NO,NO
PRAMIPEXOL,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,PRAMIPEXOL,25.41,NO,NO
FENTANILO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,FENTANILO,14.63,NO,NO
FENTANILO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,FENTANILO,29.25,NO,NO
FENTANILO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,FENTANILO,43.88,NO,NO
BRONCORAL,ORIGINAL,CHIESI ESPANA S.A.U.,ALTA,FORMOTEROL,38.17,SI,NO
FINASTERIDA,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA POR NO COMERCIALIZAR,FINASTERIDA,9.1,NO,NO
MICETAL,ORIGINAL,LABORATORIOS ERN S.A.,ALTA,FLUTRIMAZOL,13.5,NO,NO
FLUOXETINA,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,FLUOXETINA,5.25,NO,NO
ALFUZOSINA,GENERICO,ZENTIVA KS,BAJA GENERAL,ALFUZOSINA,11.8,NO,NO
GLIMEPIRIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,GLIMEPIRIDA,20.36,NO,NO
IRBESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,IRBESARTAN,7.74,NO,NO
IRBESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,IRBESARTAN,15.49,NO,NO
IRBESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,IRBESARTAN,3.87,NO,NO
GLIMEPIRIDA,GENERICO,ZENTIVA KS,BAJA GENERAL,GLIMEPIRIDA,2.54,NO,NO
GLIMEPIRIDA,GENERICO,ZENTIVA KS,BAJA GENERAL,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,ZENTIVA KS,BAJA GENERAL,GLIMEPIRIDA,5.09,NO,NO
GLIMEPIRIDA,GENERICO,ZENTIVA KS,BAJA GENERAL,GLIMEPIRIDA,20.36,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,IRBESARTANHIDROCLOROTIAZIDA,9.65,NO,NO
METFORMINA,GENERICO,KERN PHARMA S.L.,BAJA GENERAL,METFORMINA,1.94,NO,NO
MIRTAZAPINA,GENERICO,CINFA S.A.,ALTA,MIRTAZAPINA,17.05,NO,NO
IBUPROFENO,GENERICO,LABORATORIOS FARMACEUTICOS  ROVI S.A.,ALTA,IBUPROFENO,1.97,NO,NO
KONAKION,ORIGINAL,RUBIO S.A.,ALTA,FITOMENADIONA,9.37,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,HIDROCLOROTIAZIDAIRBESARTAN,19.29,NO,NO
IBUPROFENO,GENERICO,TEVA PHARMA S.L.U,ALTA,IBUPROFENO,1.97,NO,NO
NATECAL,ORIGINAL,ITALFARMACO S.A.,ALTA,CALCIO,3.29,NO,NO
LERCANIDIPINO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LERCANIDIPINO,6.24,NO,NO
LETROZOL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LETROZOL,92.1,NO,NO
VIRGAN,ORIGINAL,THEA S.A.,ALTA,GANCICLOVIR,14.28,NO,NO
LEVOCETIRIZINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LEVOCETIRIZINA,5.9,NO,NO
LOSARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LOSARTAN,8.34,SI,NO
IBUPROFENO,GENERICO,ALTER S.A.,ALTA,IBUPROFENO,2.06,NO,NO
LOSARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LOSARTAN,4.17,SI,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,HIDROCLOROTIAZIDALOSARTAN,5.84,NO,NO
SERTRALINA,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,SERTRALINA,11.66,NO,NO
PAROXETINA,GENERICO,NORMON S.A.,ALTA,PAROXETINA,12.18,NO,NO
IBUPROFENO,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,IBUPROFENO,1.97,NO,NO
FINASTERIDA,GENERICO,KERN PHARMA S.L.,ALTA,FINASTERIDA,9.1,NO,NO
FINASTERIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,FINASTERIDA,9.1,NO,NO
NOVOPULM,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,BUDESONIDA,24.52,SI,NO
NOVOPULM,ORIGINAL,MEDA PHARMA S.L,BAJA POR NO COMERCIALIZAR,BUDESONIDA,24.17,SI,NO
PRAVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,PRAVASTATINA,4.07,SI,NO
PRAVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,PRAVASTATINA,8.15,SI,NO
PRAVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,PRAVASTATINA,16.3,SI,NO
CITALOPRAM,GENERICO,SUN PHARMA LABORATORIOS S.L,ALTA,CITALOPRAM,2.56,NO,NO
RISPERIDONA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,RISPERIDONA,49.31,NO,NO
CITALOPRAM,GENERICO,SUN PHARMA LABORATORIOS S.L,ALTA,CITALOPRAM,5.12,NO,NO
RISPERIDONA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,RISPERIDONA,24.67,NO,NO
BRAVELLE,ORIGINAL,FERRING S.A.U,BAJA GENERAL,UROFOLITROPINA,200.73,NO,NO
RISPERIDONA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,RISPERIDONA,8.23,NO,NO
RAMIPRIL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,RAMIPRIL,4.84,SI,NO
RAMIPRIL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,RAMIPRIL,9.68,SI,NO
TUSCALMAN,ORIGINAL,DESMA LABORATORIO FARMACEUTICO S.L.,ALTA,NOSCAPINA,6.24,NO,NO
PRAMIPEXOL,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,PRAMIPEXOL,29.64,NO,NO
PRAMIPEXOL,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,PRAMIPEXOL,98.83,NO,NO
PRAMIPEXOL,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,PRAMIPEXOL,7.62,NO,NO
EFORTIL,ORIGINAL,SANOFI AVENTIS S.A,BAJA GENERAL,ETILEFRINA,1.58,NO,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LAMOTRIGINA,28.24,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LAMOTRIGINA,9.88,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LAMOTRIGINA,4.95,SI,NO
LAMOTRIGINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LAMOTRIGINA,6.59,SI,NO
LAMOTRIGINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LAMOTRIGINA,6.59,SI,NO
LAMOTRIGINA,GENERICO,BEXAL FARMACEUTICA S.A.,BAJA GENERAL,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,BEXAL FARMACEUTICA S.A.,BAJA GENERAL,LAMOTRIGINA,28.24,SI,NO
TOPIRAMATO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,TOPIRAMATO,18.31,NO,NO
TOPIRAMATO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,TOPIRAMATO,9.16,NO,NO
LAMOTRIGINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LAMOTRIGINA,13.18,SI,NO
PROCORALAN,ORIGINAL,SERVIER S.L.,ALTA,IVABRADINA,28.85,NO,NO
PROCORALAN,ORIGINAL,SERVIER S.L.,ALTA,IVABRADINA,43.27,NO,NO
TOPIRAMATO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,TOPIRAMATO,73.25,NO,NO
LAMOTRIGINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LAMOTRIGINA,28.24,SI,NO
GABAPENTINA,GENERICO,NORMON S.A.,ALTA,GABAPENTINA,12.3,SI,NO
GABAPENTINA,GENERICO,NORMON S.A.,ALTA,GABAPENTINA,9.23,SI,NO
TOPIRAMATO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,TOPIRAMATO,36.62,NO,NO
TAMSULOSINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,TAMSULOSINA,10.96,NO,NO
SIMVASTATINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,SIMVASTATINA,2.17,SI,NO
SIMVASTATINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,SIMVASTATINA,1.58,SI,NO
SIMVASTATINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,SIMVASTATINA,0.95,SI,NO
OXYCONTIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,ALTA,OXICODONA,60.85,NO,NO
SERTRALINA,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,SERTRALINA,5.84,NO,NO
REPAGLINIDA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,REPAGLINIDA,11.18,NO,NO
REPAGLINIDA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,REPAGLINIDA,2.79,NO,NO
RISPERIDONA,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,RISPERIDONA,2.75,NO,NO
REPAGLINIDA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,REPAGLINIDA,5.59,NO,NO
RISPERIDONA,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,RISPERIDONA,8.23,NO,NO
RISPERIDONA,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,RISPERIDONA,24.67,NO,NO
RISPERIDONA,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,RISPERIDONA,49.31,NO,NO
ATORVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,ATORVASTATINA,9.21,NO,NO
LAMOTRIGINA,GENERICO,KERN PHARMA S.L.,ALTA,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,KERN PHARMA S.L.,ALTA,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,KERN PHARMA S.L.,ALTA,LAMOTRIGINA,28.24,SI,NO
KLACID,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CLARITROMICINA,18.36,NO,NO
ATORVASTATINA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,ATORVASTATINA,18.42,NO,NO
FINASTERIDA,GENERICO,TEVA PHARMA S.L.U,ALTA,FINASTERIDA,9.1,NO,NO
TAMSULOSINA,GENERICO,TEVA PHARMA S.L.U,ALTA,TAMSULOSINA,10.96,NO,NO
TAMSULOSINA,GENERICO,STADA S.L,ALTA,TAMSULOSINA,10.96,NO,NO
TAMSULOSINA,GENERICO,MABO-FARMA S.A.,ALTA,TAMSULOSINA,10.96,NO,NO
PARIZAC,ORIGINAL,LACERS.A.,ALTA,OMEPRAZOL,4.15,NO,NO
OFTALMOWELL,ORIGINAL,TEOFARMA S.R.L,ALTA,POLIMIXINA,3.75,NO,NO
GLIMEPIRIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,GLIMEPIRIDA,2.54,NO,NO
GLIMEPIRIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,GLIMEPIRIDA,5.09,NO,NO
GLIMEPIRIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,GLIMEPIRIDA,20.36,NO,NO
CETIRIZINA,GENERICO,TEVA PHARMA S.L.U,ALTA,CETIRIZINA,3.51,NO,NO
GLIMEPIRIDA,GENERICO,ALTER S.A.,ALTA,GLIMEPIRIDA,2.54,NO,NO
GLIMEPIRIDA,GENERICO,ALTER S.A.,ALTA,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,ALTER S.A.,ALTA,GLIMEPIRIDA,5.09,NO,NO
GLIMEPIRIDA,GENERICO,ALTER S.A.,ALTA,GLIMEPIRIDA,20.36,NO,NO
IBUPROFENO,GENERICO,STADA S.L,ALTA,IBUPROFENO,2.06,NO,NO
ABILIFY,ORIGINAL,OTSUKA PHARMACEUTICAL S.A.,ALTA,ARIPIPRAZOL,25.66,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,ALTA,SODIO,1.5,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,ALTA,SODIO,1.56,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,ALTA,SODIO,1.78,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,ALTA,SODIO,1.95,NO,NO
CLORURO,ORIGINAL,TECSOLPAR S.A,ALTA,SODIO,2.22,NO,NO
RINGER,ORIGINAL,TECSOLPAR S.A,ALTA,SODIO,1.37,NO,NO
RINGER,ORIGINAL,TECSOLPAR S.A,ALTA,CLORURO,1.55,NO,NO
GLIMEPIRIDA,GENERICO,STADA S.L,ALTA,GLIMEPIRIDA,20.36,NO,NO
GLIMEPIRIDA,GENERICO,STADA S.L,ALTA,GLIMEPIRIDA,5.09,NO,NO
GLIMEPIRIDA,GENERICO,STADA S.L,ALTA,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,STADA S.L,ALTA,GLIMEPIRIDA,2.54,NO,NO
TAMSULOSINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,TAMSULOSINA,10.96,NO,NO
IGANTIBE,ORIGINAL,INSTITUTO GRIFOLS S.A.,ALTA,INMUNOGLOBULINA,36.37,NO,NO
IGANTIBE,ORIGINAL,INSTITUTO GRIFOLS S.A.,ALTA,INMUNOGLOBULINA,193.14,NO,NO
