ATC,Descripción Principio Activo,Forma Farmacéutica,Nombre Genérico,detalles del producto,Presentación,Tamaño de Caja o presentación,Fabricante,Precio máximo de venta transacción final comercial
H01CB03,Lanreotido,Líquido/Sólido - Inyectable,SOMATULINE,"Lanreotido 120mg/0,5ml (240mg/1ml)",Líquido/Sólido,Inyectable x 1,IPSEN,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),VALIXA,Valganciclovir 450mg/1U,Sólido,Oral (tableta o cápsula) x 60,ROCHE,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),VANGAVIR,Valganciclovir 450mg/1U,Sólido,Oral (tableta o cápsula) x 10,BIOTOSCANA,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),VANGAVIR,Valganciclovir 450mg/1U,Sólido,Oral (tableta o cápsula) x 20,BIOTOSCANA,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),VANGAVIR,Valganciclovir 450mg/1U,Sólido,Oral (tableta o cápsula) x 30,BIOTOSCANA,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),VANGAVIR,Valganciclovir 450mg/1U,Sólido,Oral (tableta o cápsula) x 60,BIOTOSCANA,No regulado
J05AB14,Valganciclovir,Sólido - Oral (tableta o cápsula),VANGAVIR,Valganciclovir 450mg/1U,Sólido,Oral (tableta o cápsula) x 100,BIOTOSCANA,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación modificada,PROGRAF XL,"Tacrolimus 0,5mg/1U",Sólido,Oral de liberación modificada x 50,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación modificada,PROGRAF XL,Tacrolimus 1mg/1U,Sólido,Oral de liberación modificada x 50,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación modificada,PROGRAF XL,Tacrolimus 1mg/1U,Sólido,Oral de liberación modificada x 100,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación modificada,PROGRAF XL,Tacrolimus 5mg/1U,Sólido,Oral de liberación modificada x 50,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación modificada,PROGRAF XL,Tacrolimus 5mg/1U,Sólido,Oral de liberación modificada x 100,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación modificada,PROGRAF XL,Tacrolimus 3mg/1U,Sólido,Oral de liberación modificada x 30,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación modificada,PROGRAF XL,Tacrolimus 3mg/1U,Sólido,Oral de liberación modificada x 50,ASTELLAS,No regulado
J01XX08,Linezolid,Sólido - Oral,ZYVOXID,Linezolid 600mg/1U,Sólido,Oral x 10,PFIZER,No regulado
J01XX08,Linezolid,Sólido - Oral,ZYVOXID,Linezolid 600mg/1U,Sólido,Oral x 20,PFIZER,No regulado
J01XX08,Linezolid,Sólido - Oral,ZYVOXID,Linezolid 600mg/1U,Sólido,Oral x 30,PFIZER,No regulado
J01XX08,Linezolid,Sólido - Oral,ZYVOXID,Linezolid 600mg/1U,Sólido,Oral x 20,PFIZER,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 5,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 100,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 200,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 300,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 10,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 20,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 50,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 100,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 5,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 10,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 20,VESALIUS,No regulado
J01XX08,Linezolid,Sólido - Oral,LINEZOLID,Linezolid 600mg/1U,Sólido,Oral x 50,VESALIUS,No regulado
J05AB14,Valganciclovir,Sólido - Oral (polvo para reconstituir),VALIXA,Valganciclovir 5000mg/1U,Sólido,Oral (polvo para reconstituir) x 1,ROCHE,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 40,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 112,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 112,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 112,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 120,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 120,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 200mg/1U,Sólido,Oral x 40,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 150mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 150mg/1U,Sólido,Oral x 30,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 150mg/1U,Sólido,Oral x 112,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 150mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 150mg/1U,Sólido,Oral x 30,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 150mg/1U,Sólido,Oral x 112,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 150mg/1U,Sólido,Oral x 120,NOVARTIS,No regulado
L01XE08,Nilotinib,Sólido - Oral,TASIGNA,Nilotinib 150mg/1U,Sólido,Oral x 120,NOVARTIS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,PROGRAF,Tacrolimus 5mg/1U,Sólido,Oral de liberación no modificada x 50,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,PROGRAF,Tacrolimus 5mg/1U,Sólido,Oral de liberación no modificada x 100,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,PROGRAF,Tacrolimus 1mg/1U,Sólido,Oral de liberación no modificada x 50,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,PROGRAF,Tacrolimus 1mg/1U,Sólido,Oral de liberación no modificada x 100,ASTELLAS,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,TACROLIMUS,Tacrolimus 1mg/1U,Sólido,Oral de liberación no modificada x 25,SANDOZ,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,TACROLIMUS,Tacrolimus 1mg/1U,Sólido,Oral de liberación no modificada x 50,SANDOZ,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,TACROLIMUS,Tacrolimus 1mg/1U,Sólido,Oral de liberación no modificada x 100,SANDOZ,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,TACROLIMUS,Tacrolimus 1mg/1U,Sólido,Oral de liberación no modificada x 200,SANDOZ,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,TACROLIMUS,Tacrolimus 5mg/1U,Sólido,Oral de liberación no modificada x 25,SANDOZ,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,TACROLIMUS,Tacrolimus 5mg/1U,Sólido,Oral de liberación no modificada x 50,SANDOZ,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,TACROLIMUS,Tacrolimus 5mg/1U,Sólido,Oral de liberación no modificada x 100,SANDOZ,No regulado
L04AD02,Tacrolimus,Sólido - Oral de liberación no modificada,TACROLIMUS,Tacrolimus 5mg/1U,Sólido,Oral de liberación no modificada x 200,SANDOZ,No regulado
L03AB07,Interferón Beta 1A (Avonex),Líquido/Sólido - Inyectable,AVONEX,"Interferon Beta -1A 30µg/0,5ml (60µg/1ml)",Líquido/Sólido,Inyectable x 1,BIOGEN,No regulado
L03AB07,Interferón Beta 1A (Avonex),Líquido/Sólido - Inyectable,AVONEX,"Interferon Beta -1A 30µg/0,5ml (60µg/1ml)",Líquido/Sólido,Inyectable x 4,BIOGEN,No regulado
L03AB07,Interferón Beta 1A (Avonex),Líquido/Sólido - Inyectable,AVONEX,"Interferon Beta -1A 30µg/0,5ml (60µg/1ml)",Líquido/Sólido,Inyectable x 4,BIOGEN,No regulado
L04AA24,Abatacept,Líquido/Sólido - Inyectable,ORENCIA,Abatacept 250mg/1U,Líquido/Sólido,Inyectable x 1,BRISTOL MYERS SQUIBB,No regulado
L04AA24,Abatacept,Líquido/Sólido - Inyectable,ORENCIA,Abatacept 125mg/1ml (125mg/1ml),Líquido/Sólido,Inyectable x 4,BRISTOL MYERS SQUIBB,No regulado
L04AA24,Abatacept,Líquido/Sólido - Inyectable,ORENCIA,Abatacept 125mg/1ml (125mg/1ml),Líquido/Sólido,Inyectable x 4,BRISTOL MYERS SQUIBB,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 1,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 4,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 4,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 4,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 4,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 4,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 4,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 4,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ETANAR,Etanercept 25mg/1U,Líquido/Sólido,Inyectable x 1,LA SANTE,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 25mg/1ml (25mg/1ml),Líquido/Sólido,Inyectable x 8,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 25mg/1ml (25mg/1ml),Líquido/Sólido,Inyectable x 12,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 25mg/1ml (25mg/1ml),Líquido/Sólido,Inyectable x 24,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 25mg/1ml (25mg/1ml),Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 25mg/1ml (25mg/1ml),Líquido/Sólido,Inyectable x 4,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 25mg/1ml (25mg/1ml),Líquido/Sólido,Inyectable x 12,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 25mg/1ml (25mg/1ml),Líquido/Sólido,Inyectable x 4,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 4,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 8,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 12,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 24,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 4,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 12,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 4,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 4,PFIZER,No regulado
L04AB01,Etanercept,Líquido/Sólido - Inyectable,ENBREL,Etanercept 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 4,PFIZER,No regulado
L03AB07,Interferón Beta 1A (Rebif),Líquido/Sólido - Inyectable,REBIF,"Interferon Beta -1A 0,132mg/1,5ml (0,088mg/1ml)",Líquido/Sólido,Inyectable x 4,MERCK,No regulado
B01AD02,Alteplasa (Activador Tisular del Plasminógeno Humano),Líquido/Sólido - Inyectable,ACTILYSE,Alteplase 50mg/1U,Líquido/Sólido,Inyectable x 2,BOEHRINGER,No regulado
B01AD02,Alteplasa (Activador Tisular del Plasminógeno Humano),Líquido/Sólido - Inyectable,ACTILYSE,Alteplase 50mg/1U,Líquido/Sólido,Inyectable x 2,BOEHRINGER,No regulado
L02BB03,Bicalutamida,Sólido - Oral,CASODEX,Bicalutamida 150mg/1U,Sólido,Oral x 28,ASTRAZENECA,No regulado
L02BB03,Bicalutamida,Sólido - Oral,CASODEX,Bicalutamida 150mg/1U,Sólido,Oral x 28,ASTRAZENECA,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 5,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 21,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 28,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 10,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 20,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 30,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 40,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 50,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 14,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 42,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 10,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 56,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 70,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 7,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 10,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 14,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 20,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 30,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 42,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 64,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 14,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 7,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 5,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 10,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 15,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 7,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 150mg/1U,Sólido,Oral x 14,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,CASODEX,Bicalutamida 50mg/1U,Sólido,Oral x 28,ASTRAZENECA,No regulado
L02BB03,Bicalutamida,Sólido - Oral,CASODEX,Bicalutamida 50mg/1U,Sólido,Oral x 28,ASTRAZENECA,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 50mg/1U,Sólido,Oral x 10,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 50mg/1U,Sólido,Oral x 14,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 50mg/1U,Sólido,Oral x 30,MONTE VERDE,No regulado
L02BB03,Bicalutamida,Sólido - Oral,LUTAMIDAL,Bicalutamida 50mg/1U,Sólido,Oral x 7,MONTE VERDE,No regulado
J02AX04,Caspofungina,Líquido/Sólido - Inyectable,CANCIDAS,Caspofungin 50mg/1U,Líquido/Sólido,Inyectable x 1,MERCK SHARP DOME,No regulado
J02AX04,Caspofungina,Líquido/Sólido - Inyectable,CANCIDAS,Caspofungin 70mg/1U,Líquido/Sólido,Inyectable x 1,MERCK SHARP DOME,No regulado
L04AD01,Ciclosporina,Sólido - Oral,SANDIMMUN,Ciclosporina 100mg/1U,Sólido,Oral x 50,NOVARTIS,No regulado
L04AD01,Ciclosporina,Sólido - Oral,SANDIMMUN NEORAL,Ciclosporina 25mg/1U,Sólido,Oral x 50,NOVARTIS,No regulado
L04AD01,Ciclosporina,Sólido - Oral,SANDIMMUN,Ciclosporina 50mg/1U,Sólido,Oral x 50,NOVARTIS,No regulado
B01AE07,Dabigatran Etexilato,Sólido - Oral,PRADAXA,Dabigatran Etexilato 75mg/1U,Sólido,Oral x 10,BOEHRINGER,No regulado
B01AE07,Dabigatran Etexilato,Sólido - Oral,PRADAXA,Dabigatran Etexilato 75mg/1U,Sólido,Oral x 30,BOEHRINGER,No regulado
B01AE07,Dabigatran Etexilato,Sólido - Oral,PRADAXA,Dabigatran Etexilato 110mg/1U,Sólido,Oral x 10,BOEHRINGER,No regulado
R05CB13,Dornase Alfa,Líquido - Inhalatoria,PULMOZYME,"Dornase Alfa (Desoxiribonucleasa) 2,5mg/1U",Líquido,Inhalatoria x 6,ROCHE,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,NEXIUM,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 1,ASTRAZENECA,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,NEXIUM,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 10,ASTRAZENECA,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,NEXIUM,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 1,ASTRAZENECA,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,NEXIUM,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 1,ASTRAZENECA,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,NEXIUM,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 10,ASTRAZENECA,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 1,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 100,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 2,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 3,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 5,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 6,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 10,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 20,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 25,VITALIS,No regulado
A02BC05,Esomeprazol,Líquido/Sólido - Inyectable,ESOMEPRAZOL,Esomeprazol 40mg/1U,Líquido/Sólido,Inyectable x 50,VITALIS,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 15,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 60,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 90,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 100,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 30,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 90,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 10,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 20,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,AROMASIN,Exemestano 25mg/1U,Sólido,Oral x 50,PFIZER,No regulado
L02BG06,Exemestano,Sólido - Oral,HB ONCOFEME,Exemestano 25mg/1U,Sólido,Oral x 30,HB HUMAN BIOSCIENCE,No regulado
L02BG06,Exemestano,Sólido - Oral,EXEMESTIN,Exemestano 25mg/1U,Sólido,Oral x 30,SANDOZ,No regulado
L02BA03,Fulvestrant,Líquido/Sólido - Inyectable,FASLODEX,Fluvestrant 250mg/5ml (50mg/1ml),Líquido/Sólido,Inyectable x 1,ASTRAZENECA,No regulado
L02BA03,Fulvestrant,Líquido/Sólido - Inyectable,FASLODEX,Fluvestrant 250mg/5ml (50mg/1ml),Líquido/Sólido,Inyectable x 2,ASTRAZENECA,No regulado
A10AB05,Insulina Asparta,LíqUIdo/Sólido - Inyectable,NOVORAPID,Insulina Aspartato 300UI/3ml (100UI/1ml),LíqUIdo/Sólido,Inyectable x 5,NOVO NORDISK,No regulado
A10AB05,Insulina Asparta,LíqUIdo/Sólido - Inyectable,NOVORAPID,Insulina Aspartato 300UI/3ml (100UI/1ml),LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
A10AB05,Insulina Asparta,LíqUIdo/Sólido - Inyectable,NOVORAPID,Insulina Aspartato 1000UI/10ml (100UI/1ml),LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
A10AB05,Insulina Asparta,LíqUIdo/Sólido - Inyectable,NOVORAPID,Insulina Aspartato 300UI/3ml (100UI/1ml),LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
A10AB05,Insulina Asparta,LíqUIdo/Sólido - Inyectable,NOVORAPID,Insulina Aspartato 300UI/3ml (100UI/1ml),LíqUIdo/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
A10AB05,Insulina Asparta,LíqUIdo/Sólido - Inyectable,NOVORAPID,Insulina Aspartato 300UI/3ml (100UI/1ml),LíqUIdo/Sólido,Inyectable x 5,NOVO NORDISK,No regulado
