SERVICIO,DESCRIPCION,PIEZAS SOLICITADAS
URGENCIAS PEDIATRICAS,VALPROICO,1
CIRUGIA GENERAL,PARACETAMOL,60
CIRUGIA GENERAL,KETOROLACO,30
CIRUGIA GENERAL,ONDANSENTRON,6
CIRUGIA GENERAL,ASCORBICO,12
MEDICINA INTERNA,BUMETANIDA,2
URGENCIAS,METRONIDAZOL,2
URGENCIAS,TRAMADOL,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRIMETOPRIM/SULFAMETOXAZOL,6
MEDICINA INTERNA,TERLIPRESINA,8
URGENCIAS,AMOXICILINA/CLAVULATO,4
URGENCIAS,METILPREDNISOLONA,1
URGENCIAS,CEFTRIAXONA,4
URGENCIAS,ENOXAPARINA,4
URGENCIAS,FUROSEMIDA,6
TERAPIA INTENSIVA,DOXICICLINA,2
TERAPIA INTENSIVA,ROCURONIO,20
URGENCIAS,CLONIXINATO,3
URGENCIAS,ESPIRONOLACTONA,1
CIRUGIA GENERAL,ERTAPENEM,2
CIRUGIA GENERAL,METOPROLOL,2
CIRUGIA GENERAL,ENOXAPARINA,2
CIRUGIA GENERAL,LEVOTIROXINA,3
CIRUGIA GENERAL,NIFEDIPINO,4
CIRUGIA GENERAL,CLONIXINATO,6
PEDIATRIA CLINICA,PARACETAMOL,4
PEDIATRIA CLINICA,PARACETAMOL,3
CIRUGIA GENERAL,FOLICO,3
CIRUGIA GENERAL,PROPRANOLOL,2
CIRUGIA GENERAL,GABAPENTINA,5
CIRUGIA GENERAL,VANCOMICINA,3
CIRUGIA GENERAL,METRONIDAZOL,5
MEDICINA INTERNA,SUCRALFATO,4
URGENCIAS,MEROPENEM,3
TERAPIA INTENSIVA,VALPROICO,2
URGENCIAS,PARACETAMOL,8
URGENCIAS,HEPARINA,2
URGENCIAS,TERLIPRESINA,6
URGENCIAS,ONDANSETRON,5
UNIDAD TOCOQUIRURGICA,OMEPRAZOL,6
UNIDAD TOCOQUIRURGICA,CLONIXINATO,10
TERAPIA INTENSIVA,LIDOCAINA,1
MEDICINA INTERNA,HEPARINA,3
UNIDAD TOCOQUIRURGICA,INMUNOGLOBULINA,3
URGENCIAS,ISONIACIDA,4
URGENCIAS,LINEZOLID,1
TERAPIA INTENSIVA,PROPOFOL,3
MEDICINA INTERNA,LINEZOLID,1
CIRUGIA GENERAL,SERO,4
URGENCIAS,LEVETIRACETAM,1
URGENCIAS,FLUCONAZOL,2
CIRUGIA GENERAL,LINEZOLID,4
URGENCIAS,LINEZOLID,2
URGENCIAS,CEFALOTINA,8
MEDICINA INTERNA,CLINDAMICINA,2
URGENCIAS,PARACETAMOL,2
URGENCIAS,CARBAMAZEPINA,2
URGENCIAS,VALPROICO,3
URGENCIAS,VANCOMICINA,1
URGENCIAS,LEVOSIMENDAN,2
SUBDIRECCION DE ENFERMERIA,METOCLOPRAMIDA,2
SUBDIRECCION DE ENFERMERIA,KETOROLACO,3
URGENCIAS,METAMIZOL,9
CIRUGIA GENERAL,BICARBONATO,50
URGENCIAS,LIDOCAINA/EPINEFRINA,2
URGENCIAS,LORAZEPAM,40
URGENCIAS,MIDAZOLAM,10
TERAPIA INTENSIVA,CASPOFUNGINA,2
AREA DE CHOQUE,AMPICILINA,4
URGENCIAS,CEFEPIME,2
URGENCIAS,BICARBONATO,50
MEDICINA INTERNA,VECURONIO,2
SUBDIRECCION DE ENFERMERIA,CAPTOPRIL,4
SUBDIRECCION DE ENFERMERIA,NIFEDIPINO,2
URGENCIAS,EPINEFRINA,15
URGENCIAS PEDIATRICAS,VALPROICO,2
URGENCIAS,TERLIPRESINA,2
MEDICINA INTERNA,PIPERACILINA/TAZOBACTAM,1
SUBDIRECCION DE ENFERMERIA,DOBUTAMINA,2
SUBDIRECCION DE ENFERMERIA,FENITOINA,4
AREA DE CHOQUE,HALOPERIDOL,6
AREA DE CHOQUE,BUPRENORFINA,6
GINECO OBSTETRICIA,CEFALOTINA,4
URGENCIAS,TERLIPRESINA,12
URGENCIAS,MEROPENEM,2
URGENCIAS,ACETILSALICILICO,1
URGENCIAS,CLOPIDOGREL,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ONDANSETRON,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRAMADOL,0
MEDICINA INTERNA,LEVOSIMENDAN,1
MEDICINA INTERNA,NITROFURANTOINA,4
TERAPIA INTENSIVA,VALPROICO,3
TERAPIA INTENSIVA,NOREPINEFRINA,7
TERAPIA INTENSIVA,PROPOFOL,6
TERAPIA INTENSIVA,GLUCONATO,4
TERAPIA INTENSIVA,VALPROICO,0
URGENCIAS,CEFTAZIDIMA,5
URGENCIAS,LEVOTIROXINA,1
URGENCIAS,ACICLOVIR,12
URGENCIAS,VANCOMICINA,8
URGENCIAS,LEVETIRACETAM,4
TERAPIA INTENSIVA,ASCORBICO,1
GINECO OBSTETRICIA,CEFALEXINA,4
TERAPIA INTENSIVA,CEFOTAXIMA,12
URGENCIAS,MOXIFLOXACINO,1
MEDICINA INTERNA,BUMETANIDA,8
MEDICINA INTERNA,METOPROLOL,2
MEDICINA INTERNA,DOBUTAMINA,2
MEDICINA INTERNA,LEVOSIMENDAN,6
MEDICINA INTERNA,TRAMADOL,0
MEDICINA INTERNA,ESPIRONOLACTONA,2
MEDICINA INTERNA,PROPRANOLOL,2
MEDICINA INTERNA,ERITROPOYETINA,1
MEDICINA INTERNA,PIPERACILINA/TAZOBACTAM,4
MEDICINA INTERNA,CARBAMAZEPINA,3
MEDICINA INTERNA,MEROPENEM,2
MEDICINA INTERNA,AMOXICILINA/CLAVULATO,6
URGENCIAS,AMPICILINA,20
URGENCIAS,CIPROFLOXACINO,14
CIRUGIA GENERAL,SUCRALFATO,4
CIRUGIA GENERAL,PROPRANOLOL,4
CIRUGIA GENERAL,MEROPENEM,4
TERAPIA INTENSIVA,ROCURONIO,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRAMADOL,6
URGENCIAS,ONDANSETRON,20
URGENCIAS,OMEPRAZOL,25
URGENCIAS GINECOBSTETRICAS,INSULINA,1
URGENCIAS,NOREPINEFRINA,50
URGENCIAS,CLORURO,50
URGENCIAS,FOSFATO,25
URGENCIAS,NOREPINEFRINA,25
URGENCIAS,VASOPRESINA,4
URGENCIAS,FUROSEMIDA,20
URGENCIAS,DOBUTAMINA,4
URGENCIAS,PROPOFOL,5
TERAPIA INTENSIVA,INSULINA,1
TERAPIA INTENSIVA,HEPARINA,1
CIRUGIA GENERAL,PARACETAMOL,50
CIRUGIA GENERAL,EPINEFRINA,20
CIRUGIA GENERAL,NOREPINEFRINA,10
URGENCIAS,GLUCOSA,20
MEDICINA INTERNA,GLUCOSA,15
MEDICINA INTERNA,PARACETAMOL,10
MEDICINA INTERNA,NOREPINEFRINA,15
URGENCIAS,HIDROCORTISONA,30
URGENCIAS,INSULINA,1
MEDICINA INTERNA,TRAMADOL,4
TERAPIA INTENSIVA,LINEZOLID,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,MEROPENEM,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,OMEPRAZOL,0
URGENCIAS PEDIATRICAS,PARACETAMOL,10
URGENCIAS GINECOBSTETRICAS,INDOMETACINA,10
SUBDIRECCION DE ENFERMERIA,LIDOCAINA/EPINEFRINA,20
NEONATOLOGIA,GLUCOSA,10
NEONATOLOGIA,FUROSEMIDA,30
NEONATOLOGIA,GLUCONATO,20
NEONATOLOGIA,CLORURO,20
NEONATOLOGIA,PARACETAMOL,2
NEONATOLOGIA,LEVETIRACETAM,1
NEONATOLOGIA,CAFEINA,20
MEDICINA INTERNA,SULFATO,100
MEDICINA INTERNA,LIDOCAINA,3
MEDICINA INTERNA,NOREPINEFRINA,20
MEDICINA INTERNA,PROPOFOL,4
UROLOGIA,CLORURO,7
UROLOGIA,CAPTOPRIL,7
UROLOGIA,NIFEDIPINO,9
MEDICINA INTERNA,HIALURONATO,2
MEDICINA INTERNA,CAPTOPRIL,5
UNIDAD TOCOQUIRURGICA,GLUCONATO,5
UNIDAD TOCOQUIRURGICA,BICARBONATO,10
UNIDAD TOCOQUIRURGICA,ATROPINA,10
UNIDAD TOCOQUIRURGICA,GLUCOSA,2
UNIDAD TOCOQUIRURGICA,LIDOCAINA,10
UNIDAD TOCOQUIRURGICA,LIDOCAINA,0
UNIDAD TOCOQUIRURGICA,METOCLOPRAMIDA,10
UNIDAD TOCOQUIRURGICA,METOCLOPRAMIDA,15
UNIDAD TOCOQUIRURGICA,TRAMADOL,10
UNIDAD TOCOQUIRURGICA,ONDANSETRON,20
UNIDAD TOCOQUIRURGICA,BUPIVACAINA,0
MEDICINA INTERNA,MULTIVITAMINICO,3
URGENCIAS,PROPOFOL,10
TERAPIA INTENSIVA,CLORURO,10
URGENCIAS,BUTILHIOSCINA,10
ORTOPEDIA,CLINDAMICINA,1
MEDICINA INTERNA,MEROPENEM,1
AREA DE CHOQUE,AMPICILINA,12
AREA DE CHOQUE,ACICLOVIR,7
ORTOPEDIA,TRAMADOL,2
ORTOPEDIA,KETOROLACO,2
ORTOPEDIA,ENOXAPARINA,1
AREA DE CHOQUE,MEROPENEM,3
AREA DE CHOQUE,DOBUTAMINA,2
AREA DE CHOQUE,VASOPRESINA,20
URGENCIAS,CIPROFLOXACINO,4
AREA DE CHOQUE,PROPOFOL,5
AREA DE CHOQUE,HIDROCORTISONA,2
AREA DE CHOQUE,FUROSEMIDA,6
AREA DE CHOQUE,ATORVASTATINA,4
AREA DE CHOQUE,ACETILSALICILICO,1
AREA DE CHOQUE,OMEPRAZOL,2
PEDIATRIA CLINICA,AMIKACINA,1
TERAPIA INTENSIVA,SULFATO,2
AREA DE CHOQUE,CEFTRIAXONA,1
AREA DE CHOQUE,DEXAMETASONA,1
URGENCIAS,ONDANSETRON,2
URGENCIAS,FITOMENADIONA,1
AREA DE CHOQUE,CEFTAZIDIMA,2
AREA DE CHOQUE,ATORVASTATINA,2
AREA DE CHOQUE,FUROSEMIDA,8
URGENCIAS,FLUCONAZOL,10
URGENCIAS,CLORFENAMINA,3
URGENCIAS,VALPROICO,2
URGENCIAS,CARBAMAZEPINA,3
URGENCIAS,VANCOMICINA,2
ORTOPEDIA,PARACETAMOL,3
ORTOPEDIA,CEFALOTINA,4
ORTOPEDIA,TRAMADOL,3
ORTOPEDIA,CLINDAMICINA,4
ORTOPEDIA,TRAMADOL,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ENOXAPARINA,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ONDANSENTRON,2
URGENCIAS,LEVOSIMENDAN,5
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,ASCORBICO,14
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,CLORURO,28
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,GLUCOSA,4
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,SULFATO,23
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,TRAMADOL,5
AREA DE CHOQUE,PARACETAMOL,3
AREA DE CHOQUE,NIFEDIPINO,20
AREA DE CHOQUE,ACETILSALICILICO,20
AREA DE CHOQUE,GLUCOSA,10
ANESTESIOLOGIA,CLORURO,40
TERAPIA INTENSIVA,FENTANILO,30
TERAPIA INTENSIVA,BUPRENORFINA,6
CIRUGIA GENERAL,BUPRENORFINA,12
NEONATOLOGIA,DEXAMETASONA,1
NEONATOLOGIA,CLINDAMICINA,2
NEONATOLOGIA,CEFOTAXIMA,2
URGENCIAS PEDIATRICAS,CLINDAMICINA,3
NEONATOLOGIA,VANCOMICINA,3
NEONATOLOGIA,CASPOFUNGINA,1
CIRUGIA GENERAL,PARACETAMOL,2
MEDICINA INTERNA,FUROSEMIDA,3
MEDICINA INTERNA,CARBAMAZEPINA,0
MEDICINA INTERNA,LEVETIRACETAM,2
MEDICINA INTERNA,RISPERIDONA,1
MEDICINA INTERNA,CEFALOTINA,8
MEDICINA INTERNA,COLCHICINA,1
MEDICINA INTERNA,CLINDAMICINA,3
URGENCIAS,MULTIVITAMINICO,2
MEDICINA INTERNA,CAPTOPRIL,0
MEDICINA INTERNA,MEROPENEM,3
MEDICINA INTERNA,METRONIDAZOL,3
MEDICINA INTERNA,METRONIDAZOL,2
URGENCIAS,CEFOTAXIMA,2
URGENCIAS,CEFTRIAXONA,3
URGENCIAS,FUROSEMIDA,1
CIRUGIA GENERAL,BUMETANIDA,6
URGENCIAS,MISOPROSTOL,4
URGENCIAS,GLUCOSA,5
AREA DE CHOQUE,MIDAZOLAM,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,INSULINA,1
URGENCIAS,GABAPENTINA,2
URGENCIAS,ERTAPENEM,1
URGENCIAS,CEFALOTINA,6
INFECTOLOGIA,LINEZOLID,1
INFECTOLOGIA,AMIKACINA,2
ORTOPEDIA,ENOXAPARINA,2
ORTOPEDIA,CEFALOTINA,3
ORTOPEDIA,KETOROLACO,3
PEDIATRIA CLINICA,PARACETAMOL,2
AREA DE CHOQUE,VANCOMICINA,4
AREA DE CHOQUE,ACICLOVIR,9
AREA DE CHOQUE,DEXAMETASONA,3
AREA DE CHOQUE,PROPRANOLOL,2
AREA DE CHOQUE,PREDNISONA,2
AREA DE CHOQUE,CEFTAZIDIMA,6
MEDICINA INTERNA,SUCRALFATO,1
MEDICINA INTERNA,TERLIPRESINA,2
MEDICINA INTERNA,CEFOTAXIMA,4
MEDICINA INTERNA,HIDROCORTISONA,3
MEDICINA INTERNA,CEFTAZIDIMA,2
MEDICINA INTERNA,VANCOMICINA,4
TERAPIA INTENSIVA,FUROSEMIDA,10
TERAPIA INTENSIVA,SULFATO,4
TERAPIA INTENSIVA,SULFATO,6
TERAPIA INTENSIVA,RISPERIDONA,1
TERAPIA INTENSIVA,SULFATO,5
TERAPIA INTENSIVA,ASCORBICO,2
TERAPIA INTENSIVA,SILDENAFIL,1
TERAPIA INTENSIVA,AMOXICILINA/CLAVULATO,6
TERAPIA INTENSIVA,VALPROICO,12
ANESTESIOLOGIA,DEXAMETASONA,100
ANESTESIOLOGIA,PROPOFOL,50
NEONATOLOGIA,SUCRALFATO,10
NEONATOLOGIA,ESPIRONOLACTONA,10
NEONATOLOGIA,URSODEOXICOLICO,10
MEDICINA INTERNA,CLORURO,50
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,ASCORBICO,11
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,METILPREDNISOLONA,3
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,PROPOFOL,3
AREA DE CHOQUE,TERLIPRESINA,4
AREA DE CHOQUE,METRONIDAZOL,1
URGENCIAS,CEFOTAXIMA,1
URGENCIAS,METRONIDAZOL,1
URGENCIAS,EPINEFRINA,10
URGENCIAS,DEXAMETASONA,10
URGENCIAS,GLUCOSA,3
URGENCIAS,OMEPRAZOL,15
SUBDIRECCION DE ENFERMERIA,PARACETAMOL,2
SUBDIRECCION DE ENFERMERIA,LACTULOSA,1
URGENCIAS,GLUCOSA,15
URGENCIAS,CLONIXINATO,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,SENOSIDOS,2
UROLOGIA (CONSULTA),DOXICICLINA,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFTAZIDIMA,6
QUIROFANOS,CEFALOTINA,6
QUIROFANOS,CEFTRIAXONA,6
QUIROFANOS,AMIKACINA,3
QUIROFANOS,CLINDAMICINA,3
QUIROFANOS,GENTAMICINA,2
QUIROFANOS,METRONIDAZOL,3
CIRUGIA GENERAL,VALPROICO,2
CIRUGIA GENERAL,CARBAMAZEPINA,3
CIRUGIA GENERAL,CEFTRIAXONA,3
CIRUGIA GENERAL,TRIMETOPRIM/SULFAMETOXAZOL,3
URGENCIAS PEDIATRICAS,CEFUROXIMA,3
TERAPIA INTENSIVA,LEVETIRACETAM,2
CIRUGIA GENERAL,CLONIXINATO,2
CIRUGIA GENERAL,NITROFURANTOINA,4
QUIROFANOS,TRINITRATO,2
QUIROFANOS,OMEPRAZOL,15
QUIROFANOS,HEPARINA,3
QUIROFANOS,HIDROCORTISONA,8
QUIROFANOS,HIDROCORTISONA,5
QUIROFANOS,DEXAMETASONA,15
URGENCIAS GINECOBSTETRICAS,HEPARINA,1
URGENCIAS GINECOBSTETRICAS,MISOPROSTOL,10
URGENCIAS PEDIATRICAS,EPINEFRINA,10
URGENCIAS PEDIATRICAS,ONDANSENTRON,6
URGENCIAS,DEXMEDETOMIDINA,12
QUIROFANOS,NITROPRUSIATO,2
CIRUGIA GENERAL,ADENOSINA,2
CIRUGIA GENERAL,NITROGLICERINA,1
CIRUGIA GENERAL,LOPERAMIDA,6
CIRUGIA GENERAL,SUCRALFATO,8
CIRUGIA GENERAL,CAPTOPRIL,8
CIRUGIA GENERAL,ASCORBICO,8
CIRUGIA GENERAL,BUDESONIDA,6
CIRUGIA GENERAL,GLUCOSA,10
ANESTESIOLOGIA,OXIMETAZOLINA,50
CIRUGIA GENERAL,INSULINA,3
CIRUGIA GENERAL,ESMOLOL,1
QUIROFANOS,NITROGLICERINA,2
TERAPIA INTENSIVA,MIDAZOLAM,10
URGENCIAS,ACETILSALICILICO,3
URGENCIAS,CLOPIDOGREL,4
URGENCIAS,CEFOTAXIMA,4
UNIDAD TOCOQUIRURGICA,CEFALOTINA,2
UNIDAD TOCOQUIRURGICA,CEFALOTINA,4
URGENCIAS GINECOBSTETRICAS,CEFTRIAXONA,1
URGENCIAS GINECOBSTETRICAS,METRONIDAZOL,2
UNIDAD TOCOQUIRURGICA,CEFTRIAXONA,2
MEDICINA INTERNA,AMPICILINA,16
MEDICINA INTERNA,MULTIVITAMINICO,2
URGENCIAS,METAMIZOL,15
URGENCIAS,METOCLOPRAMIDA,15
URGENCIAS,HIDROCORTISONA,15
MEDICINA INTERNA,PIPERACILINA/TAZOBACTAM,2
URGENCIAS,ATORVASTATINA,1
URGENCIAS,FUROSEMIDA,0
URGENCIAS,FOSFATO,0
ANESTESIOLOGIA,PROPOFOL,30
ANESTESIOLOGIA,ROCURONIO,50
AREA DE CHOQUE,CLOPIDOGREL,1
AREA DE CHOQUE,ENOXAPARINA,1
AREA DE CHOQUE,TERLIPRESINA,8
AREA DE CHOQUE,MEROPENEM,2
AREA DE CHOQUE,AMPICILINA,8
AREA DE CHOQUE,DEXAMETASONA,2
AREA DE CHOQUE,DOBUTAMINA,4
AREA DE CHOQUE,DOPAMINA,4
AREA DE CHOQUE,EPINEFRINA,10
CIRUGIA GENERAL,VALPROICO,1
CIRUGIA GENERAL,CIPROFLOXACINO,4
CIRUGIA GENERAL,FLUCONAZOL,2
CIRUGIA GENERAL,METRONIDAZOL,0
CIRUGIA GENERAL,SERO,3
CIRUGIA GENERAL,URSODEOXICOLICO,2
CONSULTA EXTERNA,CLORURO,10
GINECO OBSTETRICIA,SULFATO,12
INFECTOLOGIA,LINEZOLID,6
INFECTOLOGIA,AMIKACINA,12
INFECTOLOGIA,ERTAPENEM,5
MEDICINA INTERNA,AMIODARONA,2
MEDICINA INTERNA,DIGOXINA,1
MEDICINA INTERNA,TERLIPRESINA,12
MEDICINA INTERNA,ESPIRONOLACTONA,1
MEDICINA INTERNA,MIDAZOLAM,10
MEDICINA INTERNA,VANCOMICINA,3
MEDICINA INTERNA,TIGECICLINA,1
MEDICINA INTERNA,CEFTAROLINA,1
MEDICINA INTERNA,TERLIPRESINA,3
MEDICINA INTERNA,METOCLOPRAMIDA,4
MEDICINA INTERNA,MOXIFLOXACINO,2
MEDICINA INTERNA,ISONIAZIDA,1
MEDICINA INTERNA,FUROSEMIDA,6
MEDICINA INTERNA,ACETILSALICILICO,4
MEDICINA INTERNA,PREDNISONA,6
MEDICINA INTERNA,PARACETAMOL,6
MEDICINA INTERNA,ONDANSENTRON,6
MEDICINA INTERNA,DIGOXINA,2
ORTOPEDIA,KETOROLACO/TRAMADOL,3
ORTOPEDIA,SENOSIDOS,2
PEDIATRIA CLINICA,CEFUROXIMA,3
PEDIATRIA CLINICA,PARACETAMOL,1
PEDIATRIA CLINICA,VALPROICO,10
PEDIATRIA CLINICA,LACTULOSA,1
PEDIATRIA CLINICA,FENITOINA,15
PEDIATRIA CLINICA,CLORURO,25
PEDIATRIA CLINICA,GLUCOSA,15
PEDIATRIA CLINICA,DEXMEDETOMIDINA,5
QUIROFANOS,OMEPRAZOL,10
QUIROFANOS,SULFATO,15
SUBDIRECCION DE ENFERMERIA,LINEZOLID,1
TERAPIA INTENSIVA,PROPOFOL,5
TERAPIA INTENSIVA,PROPOFOL,4
TERAPIA INTENSIVA,ISONIACIDA,8
TERAPIA INTENSIVA,FUROSEMIDA,15
TERAPIA INTENSIVA,TIAMINA,1
TERAPIA RESPIRATORIA,SALBUTAMOL/BROMURO,250
UNIDAD TOCOQUIRURGICA,OMEPRAZOL,10
UNIDAD TOCOQUIRURGICA,DEXAMETASONA,10
UNIDAD TOCOQUIRURGICA,BUPIVACAINA,15
URGENCIAS,BUTILHIOSCINA,5
URGENCIAS,ONDANSENTRON,4
URGENCIAS,PROPOFOL,9
URGENCIAS,AMFOTERICINA,2
URGENCIAS,CEFOTAXIMA,3
URGENCIAS,FITOMENADIONA,3
URGENCIAS,CEFALOTINA,3
URGENCIAS,SULFATO,50
URGENCIAS,ROCURONIO,6
URGENCIAS,DOPAMINA,4
URGENCIAS,PROPRANOLOL,10
URGENCIAS,OMEPRAZOL,30
URGENCIAS,FUROSEMIDA,50
URGENCIAS,HEPARINA,5
URGENCIAS,SUCRALFATO,10
URGENCIAS,INSULINA,3
URGENCIAS,PENTOXIFILINA,10
URGENCIAS,PREDNISONA,6
URGENCIAS,ISONIAZIDA/RIFAMPICINA,4
URGENCIAS,HIDROCORTISONA,3
URGENCIAS,GABAPENTINA,4
URGENCIAS,NOREPINEFRINA,10
URGENCIAS,SULFATO,25
URGENCIAS,CLORURO,25
URGENCIAS,FOSFATO,10
URGENCIAS,CLORURO,5
URGENCIAS,FOSFATO,20
URGENCIAS,DEXAMETASONA,5
URGENCIAS,HIDROCORTISONA,5
URGENCIAS,EPINEFRINA,5
URGENCIAS GINECOBSTETRICAS,ALFA-METILDOPA,2
URGENCIAS PEDIATRICAS,DEXAMETASONA,1
URGENCIAS PEDIATRICAS,METIL,1
URGENCIAS PEDIATRICAS,DEXAMETASONA,10
ANESTESIOLOGIA,ATROPINA,50
ANESTESIOLOGIA,BUPIVACAINA,20
ANESTESIOLOGIA,KETOROLACO,60
ANESTESIOLOGIA,FENTANILO,30
AREA DE CHOQUE,TERLIPRESINA,6
AREA DE CHOQUE,AMPICILINA,16
AREA DE CHOQUE,CEFOTAXIMA,3
AREA DE CHOQUE,ATROPINA,10
AREA DE CHOQUE,AMIODARONA,20
AREA DE CHOQUE,FUROSEMIDA,20
AREA DE CHOQUE,CLORURO,2
AREA DE CHOQUE,OMEPRAZOL,15
AREA DE CHOQUE,LEVETIRACETAM,4
AREA DE CHOQUE,DEXMEDETOMIDINA,20
AREA DE CHOQUE,FLUMAZENIL,1
AREA DE CHOQUE,CEFALOTINA,4
AREA DE CHOQUE,FUROSEMIDA,2
AREA DE CHOQUE,OMEPRAZOL,3
AREA DE CHOQUE,LIDOCAINA,1
AREA DE CHOQUE,TERLIPRESINA,12
AREA DE CHOQUE,OMEPRAZOL,30
AREA DE CHOQUE,BUTILHIOSCINA,30
AREA DE CHOQUE,KETOROLACO,30
AREA DE CHOQUE,DEXAMETASONA,10
CIRUGIA GENERAL,TIGECICLINA,2
CIRUGIA GENERAL,BUMETANIDA,3
CIRUGIA GENERAL,FLUCONAZOL,4
CIRUGIA GENERAL,METOCLOPRAMIDA,25
CIRUGIA GENERAL,TRAMADOL,20
CIRUGIA GENERAL,FUROSEMIDA,10
CIRUGIA GENERAL,OMEPRAZOL,30
CIRUGIA GENERAL,ENOXAPARINA,1
CIRUGIA GENERAL,VALPROICO,4
CIRUGIA GENERAL,CAPTOPRIL,4
CIRUGIA GENERAL,LEVOTIROXINA,2
CIRUGIA GENERAL,LEVOTIROXINA,4
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,FUROSEMIDA,30
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,SULFATO,17
ENDOSCOPIA,BUTILHIOSCINA,30
ENDOSCOPIA,DEXAMETASONA,30
ENDOSCOPIA,OXIMETAZOLINA,1
ENDOSCOPIA,LIDOCAINA,5
ENDOSCOPIA,ONDANSETRON,30
ENDOSCOPIA,PARACETAMOL,15
ENDOSCOPIA,PROPOFOL,20
ENDOSCOPIA,TERLIPRESINA,10
GINECO OBSTETRICIA,PARACETAMOL,2
GINECO OBSTETRICIA,TRAMADOL,2
GINECO OBSTETRICIA,METRONIDAZOL,2
GINECO OBSTETRICIA,METOCLOPRAMIDA,2
GINECO OBSTETRICIA,SULFATO,2
GINECO OBSTETRICIA,CEFALOTINA,1
MEDICINA INTERNA,CEFTAROLINA,2
MEDICINA INTERNA,FLUCONAZOL,1
MEDICINA INTERNA,CEFOTAXIMA,1
MEDICINA INTERNA,CEFEPIME,2
MEDICINA INTERNA,MULTIVITAMINICO,4
MEDICINA INTERNA,FLUCONAZOL,10
MEDICINA INTERNA,ATORVASTATINA,5
MEDICINA INTERNA,NIFEDIPINO,5
MEDICINA INTERNA,CEFOTAXIMA,6
MEDICINA INTERNA,PROPRANOLOL,1
MEDICINA INTERNA,AMPICILINA,12
MEDICINA INTERNA,MOXIFLOXACINO,0
MEDICINA INTERNA,FUROSEMIDA,8
MEDICINA INTERNA,HIDROCORTISONA,1
MEDICINA INTERNA,SUCRALFATO,6
PEDIATRIA CLINICA,VECURONIO,40
PEDIATRIA CLINICA,NEOMICINA,10
QUIROFANOS,CLONIXINATO,10
QUIROFANOS,TRAMADOL,10
TERAPIA INTENSIVA,AMPICILINA,12
TERAPIA INTENSIVA,KETOROLACO/TRAMADOL,3
TERAPIA INTENSIVA,NOREPINEFRINA,12
TERAPIA INTENSIVA,CLORURO,3
TERAPIA INTENSIVA,METRONIDAZOL,4
TERAPIA INTENSIVA,METOCLOPRAMIDA,3
TERAPIA INTENSIVA,AMOXICILINA/CLAVULANATO,0
TERAPIA INTENSIVA,SULFATO,3
TERAPIA INTENSIVA,FOSFATO,4
TERAPIA INTENSIVA,SILDENAFIL,2
TERAPIA INTENSIVA,HEPARINA,2
TERAPIA INTENSIVA PEDIATRICA,METAMIZOL,1
UNIDAD TOCOQUIRURGICA,FENITOINA,5
URGENCIAS,AMPICILINA,8
URGENCIAS,CLINDAMICINA,1
URGENCIAS,AMPICILINA,4
URGENCIAS,BUTILHIOSCINA,2
URGENCIAS,ATROPINA,5
URGENCIAS,AMPICILINA,2
URGENCIAS,CLORFENAMINA,10
URGENCIAS,GABAPENTINA,9
URGENCIAS,DEXAMETASONA,3
URGENCIAS,NIFEDIPINO,1
URGENCIAS,KETOROLACO,5
URGENCIAS,TRAMADOL,5
URGENCIAS,FUROSEMIDA,10
URGENCIAS,LIDOCAINA,2
URGENCIAS,CLORURO,30
URGENCIAS,ATROPINA,3
URGENCIAS PEDIATRICAS,OMEPRAZOL,6
UROLOGIA,CEFALOTINA,3
UROLOGIA,OMEPRAZOL,1
UROLOGIA,SENOSIDOS,2
UROLOGIA,PARACETAMOL,6
UROLOGIA,CAPTOPRIL,6
UROLOGIA,NIFEDIPINO,6
ANESTESIOLOGIA,ROCURONIO,100
ANESTESIOLOGIA,TRAMADOL,100
ANESTESIOLOGIA,KETAMINA,2
ANESTESIOLOGIA,MIDAZOLAM,10
AREA DE CHOQUE,CEFALOTINA,6
AREA DE CHOQUE,VANCOMICINA,2
AREA DE CHOQUE,CEFOTAXIMA,5
AREA DE CHOQUE,CASPOFUNGINA,2
CIRUGIA GENERAL,MIDAZOLAM,0
